date,interval,queue,offered_calls,answered_calls,abandoned_calls
2024-01-14,9:00,Support,38,37,1
2024-01-14,9:00,Retention,22,21,1
2024-01-14,9:30,Support,45,43,2
2024-01-14,9:30,Retention,19,18,1
2024-01-14,10:00,Support,39,37,2
2024-01-14,10:00,Retention,13,13,0
2024-01-14,10:30,Support,44,43,1
2024-01-14,10:30,Retention,20,20,0
2024-01-14,11:00,Support,33,31,2
2024-01-14,11:00,Retention,19,19,0
2024-01-14,11:30,Support,38,36,2
2024-01-14,11:30,Retention,29,29,0
2024-01-14,12:00,Support,28,26,2
2024-01-14,12:00,Retention,17,16,1
2024-01-14,12:30,Support,32,30,2
2024-01-14,12:30,Retention,17,17,0
2024-01-14,13:00,Support,36,34,2
2024-01-14,13:00,Retention,18,17,1
2024-01-14,13:30,Support,34,33,1
2024-01-14,13:30,Retention,14,14,0
2024-01-14,14:00,Support,36,34,2
2024-01-14,14:00,Retention,13,13,0
2024-01-14,14:30,Support,35,32,3
2024-01-14,14:30,Retention,24,23,1
2024-01-14,15:00,Support,37,35,2
2024-01-14,15:00,Retention,18,17,1
2024-01-14,15:30,Support,44,42,2
2024-01-14,15:30,Retention,24,22,2
2024-01-14,16:00,Support,27,26,1
2024-01-14,16:00,Retention,13,12,1
2024-01-14,16:30,Support,35,33,2
2024-01-14,16:30,Retention,16,16,0
2024-01-14,17:00,Support,40,38,2
2024-01-14,17:00,Retention,18,17,1
2024-01-14,17:30,Support,41,39,2
2024-01-14,17:30,Retention,28,27,1
2024-01-14,18:00,Support,42,39,3
2024-01-14,18:00,Retention,24,22,2
2024-01-14,18:30,Support,34,32,2
2024-01-14,18:30,Retention,26,25,1
2024-01-14,19:00,Support,38,36,2
2024-01-14,19:00,Retention,12,12,0
2024-01-14,19:30,Support,41,40,1
2024-01-14,19:30,Retention,28,26,2
2024-01-14,20:00,Support,38,37,1
2024-01-14,20:00,Retention,13,12,1
2024-01-14,20:30,Support,38,35,3
2024-01-14,20:30,Retention,19,18,1
2024-01-15,8:00,Support,25,24,1
2024-01-15,8:00,Retention,10,10,0
2024-01-15,8:30,Support,35,34,1
2024-01-15,8:30,Retention,18,17,1
2024-01-15,9:00,Support,22,21,1
2024-01-15,9:00,Retention,15,15,0
2024-01-15,9:30,Support,33,32,1
2024-01-15,9:30,Retention,18,17,1
2024-01-15,10:00,Support,32,31,1
2024-01-15,10:00,Retention,24,23,1
2024-01-15,10:30,Support,36,35,1
2024-01-15,10:30,Retention,20,19,1
2024-01-15,11:00,Support,41,39,2
2024-01-15,11:00,Retention,18,17,1
2024-01-15,11:30,Support,31,30,1
2024-01-15,11:30,Retention,12,12,0
2024-01-15,12:00,Support,40,39,1
2024-01-15,12:00,Retention,18,18,0
2024-01-15,12:30,Support,39,36,3
2024-01-15,12:30,Retention,21,21,0
2024-01-15,13:00,Support,32,30,2
2024-01-15,13:00,Retention,15,14,1
2024-01-15,13:30,Support,34,33,1
2024-01-15,13:30,Retention,29,27,2
2024-01-15,14:00,Support,35,33,2
2024-01-15,14:00,Retention,21,21,0
2024-01-15,14:30,Support,39,36,3
2024-01-15,14:30,Retention,21,21,0
2024-01-15,15:00,Support,40,39,1
2024-01-15,15:00,Retention,18,17,1
2024-01-15,15:30,Support,29,28,1
2024-01-15,15:30,Retention,17,16,1
2024-01-15,16:00,Support,29,28,1
2024-01-15,16:00,Retention,24,23,1
2024-01-15,16:30,Support,37,36,1
2024-01-15,16:30,Retention,20,19,1
2024-01-15,17:00,Support,38,35,3
2024-01-15,17:00,Retention,14,14,0
2024-01-15,17:30,Support,33,32,1
2024-01-15,17:30,Retention,18,17,1
2024-01-15,18:00,Support,32,31,1
2024-01-15,18:00,Retention,17,17,0
2024-01-15,18:30,Support,35,34,1
2024-01-15,18:30,Retention,18,18,0
2024-01-15,19:00,Support,40,38,2
2024-01-15,19:00,Retention,33,32,1
2024-01-15,19:30,Support,40,39,1
2024-01-15,19:30,Retention,15,15,0
2024-01-15,20:00,Support,40,38,2
2024-01-15,20:00,Retention,16,16,0
2024-01-15,20:30,Support,42,39,3
2024-01-15,20:30,Retention,17,17,0
2024-01-16,8:00,Support,24,23,1
2024-01-16,8:00,Retention,18,17,1
2024-01-16,8:30,Support,47,43,4
2024-01-16,8:30,Retention,10,10,0
2024-01-16,9:00,Support,29,27,2
2024-01-16,9:00,Retention,22,22,0
2024-01-16,9:30,Support,41,39,2
2024-01-16,9:30,Retention,20,19,1
2024-01-16,10:00,Support,45,43,2
2024-01-16,10:00,Retention,24,24,0
2024-01-16,10:30,Support,28,26,2
2024-01-16,10:30,Retention,17,16,1
2024-01-16,11:00,Support,35,33,2
2024-01-16,11:00,Retention,20,20,0
2024-01-16,11:30,Support,41,39,2
2024-01-16,11:30,Retention,17,17,0
2024-01-16,12:00,Support,34,33,1
2024-01-16,12:00,Retention,15,14,1
2024-01-16,12:30,Support,24,22,2
2024-01-16,12:30,Retention,14,13,1
2024-01-16,13:00,Support,40,38,2
2024-01-16,13:00,Retention,21,20,1
2024-01-16,13:30,Support,38,36,2
2024-01-16,13:30,Retention,22,22,0
2024-01-16,14:00,Support,46,43,3
2024-01-16,14:00,Retention,14,13,1
2024-01-16,14:30,Support,39,37,2
2024-01-16,14:30,Retention,20,19,1
2024-01-16,15:00,Support,33,30,3
2024-01-16,15:00,Retention,16,15,1
2024-01-16,15:30,Support,36,33,3
2024-01-16,15:30,Retention,15,15,0
2024-01-16,16:00,Support,38,37,1
2024-01-16,16:00,Retention,25,24,1
2024-01-16,16:30,Support,30,30,0
2024-01-16,16:30,Retention,19,18,1
2024-01-16,17:00,Support,35,34,1
2024-01-16,17:00,Retention,16,15,1
2024-01-16,17:30,Support,44,41,3
2024-01-16,17:30,Retention,18,18,0
2024-01-16,18:00,Support,37,36,1
2024-01-16,18:00,Retention,23,23,0
2024-01-16,18:30,Support,35,32,3
2024-01-16,18:30,Retention,23,22,1
2024-01-16,19:00,Support,40,39,1
2024-01-16,19:00,Retention,24,23,1
2024-01-16,19:30,Support,34,33,1
2024-01-16,19:30,Retention,22,21,1
2024-01-16,20:00,Support,35,32,3
2024-01-16,20:00,Retention,14,14,0
2024-01-16,20:30,Support,30,28,2
2024-01-16,20:30,Retention,30,28,2
2024-01-17,8:00,Support,39,37,2
2024-01-17,8:00,Retention,15,14,1
2024-01-17,8:30,Support,41,39,2
2024-01-17,8:30,Retention,17,16,1
2024-01-17,9:00,Support,25,24,1
2024-01-17,9:00,Retention,13,13,0
2024-01-17,9:30,Support,48,46,2
2024-01-17,9:30,Retention,19,18,1
2024-01-17,10:00,Support,40,38,2
2024-01-17,10:00,Retention,18,17,1
2024-01-17,10:30,Support,41,38,3
2024-01-17,10:30,Retention,17,16,1
2024-01-17,11:00,Support,39,38,1
2024-01-17,11:00,Retention,22,21,1
2024-01-17,11:30,Support,42,39,3
2024-01-17,11:30,Retention,18,18,0
2024-01-17,12:00,Support,40,38,2
2024-01-17,12:00,Retention,14,13,1
2024-01-17,12:30,Support,22,21,1
2024-01-17,12:30,Retention,23,22,1
2024-01-17,13:00,Support,36,35,1
2024-01-17,13:00,Retention,23,22,1
2024-01-17,13:30,Support,31,29,2
2024-01-17,13:30,Retention,22,21,1
2024-01-17,14:00,Support,36,33,3
2024-01-17,14:00,Retention,9,9,0
2024-01-17,14:30,Support,31,29,2
2024-01-17,14:30,Retention,16,16,0
2024-01-17,15:00,Support,24,23,1
2024-01-17,15:00,Retention,17,17,0
2024-01-17,15:30,Support,23,21,2
2024-01-17,15:30,Retention,20,19,1
2024-01-17,16:00,Support,29,27,2
2024-01-17,16:00,Retention,11,11,0
2024-01-17,16:30,Support,24,23,1
2024-01-17,16:30,Retention,31,30,1
2024-01-17,17:00,Support,39,37,2
2024-01-17,17:00,Retention,16,16,0
2024-01-17,17:30,Support,29,28,1
2024-01-17,17:30,Retention,15,14,1
2024-01-17,18:00,Support,37,36,1
2024-01-17,18:00,Retention,27,27,0
2024-01-17,18:30,Support,37,35,2
2024-01-17,18:30,Retention,15,14,1
2024-01-17,19:00,Support,30,28,2
2024-01-17,19:00,Retention,19,19,0
2024-01-17,19:30,Support,37,34,3
2024-01-17,19:30,Retention,12,11,1
2024-01-17,20:00,Support,29,27,2
2024-01-17,20:00,Retention,20,20,0
2024-01-17,20:30,Support,36,34,2
2024-01-17,20:30,Retention,28,26,2
2024-01-18,8:00,Support,29,27,2
2024-01-18,8:00,Retention,11,11,0
2024-01-18,8:30,Support,45,43,2
2024-01-18,8:30,Retention,17,17,0
2024-01-18,9:00,Support,36,34,2
2024-01-18,9:00,Retention,14,14,0
2024-01-18,9:30,Support,39,38,1
2024-01-18,9:30,Retention,14,14,0
2024-01-18,10:00,Support,23,22,1
2024-01-18,10:00,Retention,19,19,0
2024-01-18,10:30,Support,48,44,4
2024-01-18,10:30,Retention,18,17,1
2024-01-18,11:00,Support,39,37,2
2024-01-18,11:00,Retention,10,10,0
2024-01-18,11:30,Support,36,35,1
2024-01-18,11:30,Retention,16,15,1
2024-01-18,12:00,Support,40,38,2
2024-01-18,12:00,Retention,15,15,0
2024-01-18,12:30,Support,34,31,3
2024-01-18,12:30,Retention,15,15,0
2024-01-18,13:00,Support,31,30,1
2024-01-18,13:00,Retention,18,18,0
2024-01-18,13:30,Support,40,37,3
2024-01-18,13:30,Retention,15,15,0
2024-01-18,14:00,Support,24,23,1
2024-01-18,14:00,Retention,20,19,1
2024-01-18,14:30,Support,31,29,2
2024-01-18,14:30,Retention,18,18,0
2024-01-18,15:00,Support,41,39,2
2024-01-18,15:00,Retention,16,15,1
2024-01-18,15:30,Support,26,25,1
2024-01-18,15:30,Retention,18,17,1
2024-01-18,16:00,Support,38,35,3
2024-01-18,16:00,Retention,21,20,1
2024-01-18,16:30,Support,28,27,1
2024-01-18,16:30,Retention,20,20,0
2024-01-18,17:00,Support,28,26,2
2024-01-18,17:00,Retention,21,21,0
2024-01-18,17:30,Support,25,24,1
2024-01-18,17:30,Retention,24,23,1
2024-01-18,18:00,Support,26,25,1
2024-01-18,18:00,Retention,19,19,0
2024-01-18,18:30,Support,33,32,1
2024-01-18,18:30,Retention,19,18,1
2024-01-18,19:00,Support,36,34,2
2024-01-18,19:00,Retention,13,13,0
2024-01-18,19:30,Support,43,41,2
2024-01-18,19:30,Retention,12,12,0
2024-01-18,20:00,Support,32,30,2
2024-01-18,20:00,Retention,14,13,1
2024-01-18,20:30,Support,29,28,1
2024-01-18,20:30,Retention,10,10,0
2024-01-19,8:00,Support,37,36,1
2024-01-19,8:00,Retention,18,17,1
2024-01-19,8:30,Support,42,40,2
2024-01-19,8:30,Retention,22,22,0
2024-01-19,9:00,Support,34,33,1
2024-01-19,9:00,Retention,14,13,1
2024-01-19,9:30,Support,33,30,3
2024-01-19,9:30,Retention,10,10,0
2024-01-19,10:00,Support,33,32,1
2024-01-19,10:00,Retention,16,16,0
2024-01-19,10:30,Support,33,32,1
2024-01-19,10:30,Retention,17,16,1
2024-01-19,11:00,Support,39,38,1
2024-01-19,11:00,Retention,20,20,0
2024-01-19,11:30,Support,41,39,2
2024-01-19,11:30,Retention,19,18,1
2024-01-19,12:00,Support,41,40,1
2024-01-19,12:00,Retention,20,19,1
2024-01-19,12:30,Support,28,26,2
2024-01-19,12:30,Retention,21,20,1
2024-01-19,13:00,Support,43,40,3
2024-01-19,13:00,Retention,13,12,1
2024-01-19,13:30,Support,31,30,1
2024-01-19,13:30,Retention,14,14,0
2024-01-19,14:00,Support,44,43,1
2024-01-19,14:00,Retention,16,15,1
2024-01-19,14:30,Support,41,38,3
2024-01-19,14:30,Retention,20,20,0
2024-01-19,15:00,Support,29,28,1
2024-01-19,15:00,Retention,19,18,1
2024-01-19,15:30,Support,41,38,3
2024-01-19,15:30,Retention,14,13,1
2024-01-19,16:00,Support,33,32,1
2024-01-19,16:00,Retention,15,14,1
2024-01-19,16:30,Support,30,30,0
2024-01-19,16:30,Retention,20,19,1
2024-01-19,17:00,Support,43,39,4
2024-01-19,17:00,Retention,23,22,1
2024-01-19,17:30,Support,24,22,2
2024-01-19,17:30,Retention,16,15,1
2024-01-19,18:00,Support,30,29,1
2024-01-19,18:00,Retention,12,12,0
2024-01-19,18:30,Support,40,38,2
2024-01-19,18:30,Retention,20,20,0
2024-01-19,19:00,Support,40,37,3
2024-01-19,19:00,Retention,19,18,1
2024-01-19,19:30,Support,43,40,3
2024-01-19,19:30,Retention,17,17,0
2024-01-19,20:00,Support,30,28,2
2024-01-19,20:00,Retention,26,25,1
2024-01-19,20:30,Support,41,39,2
2024-01-19,20:30,Retention,9,9,0
2024-01-20,8:00,Support,38,35,3
2024-01-20,8:00,Retention,13,12,1
2024-01-20,8:30,Support,39,38,1
2024-01-20,8:30,Retention,13,13,0
2024-01-20,9:00,Support,29,28,1
2024-01-20,9:00,Retention,20,20,0
2024-01-20,9:30,Support,37,34,3
2024-01-20,9:30,Retention,18,17,1
2024-01-20,10:00,Support,28,27,1
2024-01-20,10:00,Retention,25,24,1
2024-01-20,10:30,Support,32,31,1
2024-01-20,10:30,Retention,17,16,1
2024-01-20,11:00,Support,38,35,3
2024-01-20,11:00,Retention,24,23,1
2024-01-20,11:30,Support,31,28,3
2024-01-20,11:30,Retention,17,17,0
2024-01-20,12:00,Support,32,29,3
2024-01-20,12:00,Retention,26,25,1
2024-01-20,12:30,Support,24,23,1
2024-01-20,12:30,Retention,18,18,0
2024-01-20,13:00,Support,28,26,2
2024-01-20,13:00,Retention,17,16,1
2024-01-20,13:30,Support,32,31,1
2024-01-20,13:30,Retention,12,12,0
2024-01-20,14:00,Support,38,37,1
2024-01-20,14:00,Retention,22,21,1
2024-01-20,14:30,Support,43,42,1
2024-01-20,14:30,Retention,18,17,1
2024-01-20,15:00,Support,41,39,2
2024-01-20,15:00,Retention,18,17,1
2024-01-20,15:30,Support,31,30,1
2024-01-20,15:30,Retention,17,16,1
2024-01-20,16:00,Support,23,22,1
2024-01-20,16:00,Retention,21,20,1
2024-01-20,16:30,Support,32,30,2
2024-01-20,16:30,Retention,16,15,1
2024-01-20,17:00,Support,39,37,2
2024-01-20,17:00,Retention,23,21,2
2024-01-20,17:30,Support,33,31,2
2024-01-20,17:30,Retention,22,22,0
2024-01-20,18:00,Support,48,45,3
2024-01-20,18:00,Retention,19,18,1
2024-01-20,18:30,Support,30,29,1
2024-01-20,18:30,Retention,20,19,1
2024-01-20,19:00,Support,29,28,1
2024-01-20,19:00,Retention,13,12,1
2024-01-20,19:30,Support,33,31,2
2024-01-20,19:30,Retention,13,13,0
2024-01-20,20:00,Support,30,29,1
2024-01-20,20:00,Retention,15,14,1
2024-01-20,20:30,Support,41,38,3
2024-01-20,20:30,Retention,13,13,0
2024-01-21,8:00,Support,26,24,2
2024-01-21,8:00,Retention,14,13,1
2024-01-21,8:30,Support,34,32,2
2024-01-21,8:30,Retention,13,13,0
2024-01-21,9:00,Support,40,37,3
2024-01-21,9:00,Retention,13,13,0
2024-01-21,9:30,Support,32,30,2
2024-01-21,9:30,Retention,25,24,1
2024-01-21,10:00,Support,22,21,1
2024-01-21,10:00,Retention,17,17,0
2024-01-21,10:30,Support,30,28,2
2024-01-21,10:30,Retention,12,12,0
2024-01-21,11:00,Support,28,26,2
2024-01-21,11:00,Retention,17,17,0
2024-01-21,11:30,Support,40,37,3
2024-01-21,11:30,Retention,16,16,0
2024-01-21,12:00,Support,41,38,3
2024-01-21,12:00,Retention,14,14,0
2024-01-21,12:30,Support,46,43,3
2024-01-21,12:30,Retention,20,19,1
2024-01-21,13:00,Support,39,38,1
2024-01-21,13:00,Retention,29,27,2
2024-01-21,13:30,Support,39,36,3
2024-01-21,13:30,Retention,15,15,0
2024-01-21,14:00,Support,34,33,1
2024-01-21,14:00,Retention,13,12,1
2024-01-21,14:30,Support,23,23,0
2024-01-21,14:30,Retention,19,18,1
2024-01-21,15:00,Support,34,33,1
2024-01-21,15:00,Retention,18,17,1
2024-01-21,15:30,Support,40,37,3
2024-01-21,15:30,Retention,22,22,0
2024-01-21,16:00,Support,38,36,2
2024-01-21,16:00,Retention,25,24,1
2024-01-21,16:30,Support,31,30,1
2024-01-21,16:30,Retention,16,15,1
2024-01-21,17:00,Support,27,26,1
2024-01-21,17:00,Retention,15,15,0
2024-01-21,17:30,Support,37,36,1
2024-01-21,17:30,Retention,12,11,1
2024-01-21,18:00,Support,32,30,2
2024-01-21,18:00,Retention,19,18,1
2024-01-21,18:30,Support,33,32,1
2024-01-21,18:30,Retention,12,12,0
2024-01-21,19:00,Support,30,28,2
2024-01-21,19:00,Retention,21,20,1
2024-01-21,19:30,Support,35,34,1
2024-01-21,19:30,Retention,19,18,1
2024-01-21,20:00,Support,34,33,1
2024-01-21,20:00,Retention,17,16,1
2024-01-21,20:30,Support,30,29,1
2024-01-21,20:30,Retention,18,18,0
2024-01-22,8:00,Support,41,40,1
2024-01-22,8:00,Retention,11,11,0
2024-01-22,8:30,Support,42,40,2
2024-01-22,8:30,Retention,16,16,0
2024-01-22,9:00,Support,46,42,4
2024-01-22,9:00,Retention,20,20,0
2024-01-22,9:30,Support,35,34,1
2024-01-22,9:30,Retention,19,19,0
2024-01-22,10:00,Support,33,31,2
2024-01-22,10:00,Retention,26,26,0
2024-01-22,10:30,Support,32,31,1
2024-01-22,10:30,Retention,19,19,0
2024-01-22,11:00,Support,26,25,1
2024-01-22,11:00,Retention,20,20,0
2024-01-22,11:30,Support,33,32,1
2024-01-22,11:30,Retention,23,22,1
2024-01-22,12:00,Support,36,34,2
2024-01-22,12:00,Retention,20,19,1
2024-01-22,12:30,Support,40,37,3
2024-01-22,12:30,Retention,17,16,1
2024-01-22,13:00,Support,28,27,1
2024-01-22,13:00,Retention,23,22,1
2024-01-22,13:30,Support,45,41,4
2024-01-22,13:30,Retention,18,18,0
2024-01-22,14:00,Support,36,35,1
2024-01-22,14:00,Retention,15,14,1
2024-01-22,14:30,Support,51,47,4
2024-01-22,14:30,Retention,16,15,1
2024-01-22,15:00,Support,48,44,4
2024-01-22,15:00,Retention,20,20,0
2024-01-22,15:30,Support,47,44,3
2024-01-22,15:30,Retention,14,14,0
2024-01-22,16:00,Support,33,32,1
2024-01-22,16:00,Retention,17,16,1
2024-01-22,16:30,Support,25,25,0
2024-01-22,16:30,Retention,19,19,0
2024-01-22,17:00,Support,55,53,2
2024-01-22,17:00,Retention,17,17,0
2024-01-22,17:30,Support,36,35,1
2024-01-22,17:30,Retention,19,18,1
2024-01-22,18:00,Support,31,29,2
2024-01-22,18:00,Retention,17,16,1
2024-01-22,18:30,Support,31,30,1
2024-01-22,18:30,Retention,25,24,1
2024-01-22,19:00,Support,22,21,1
2024-01-22,19:00,Retention,22,21,1
2024-01-22,19:30,Support,26,25,1
2024-01-22,19:30,Retention,24,23,1
2024-01-22,20:00,Support,40,38,2
2024-01-22,20:00,Retention,17,17,0
2024-01-22,20:30,Support,35,33,2
2024-01-22,20:30,Retention,22,22,0
2024-01-23,8:00,Support,28,27,1
2024-01-23,8:00,Retention,17,17,0
2024-01-23,8:30,Support,39,37,2
2024-01-23,8:30,Retention,15,14,1
2024-01-23,9:00,Support,31,30,1
2024-01-23,9:00,Retention,14,13,1
2024-01-23,9:30,Support,38,36,2
2024-01-23,9:30,Retention,13,13,0
2024-01-23,10:00,Support,38,37,1
2024-01-23,10:00,Retention,22,21,1
2024-01-23,10:30,Support,43,41,2
2024-01-23,10:30,Retention,19,18,1
2024-01-23,11:00,Support,32,30,2
2024-01-23,11:00,Retention,20,19,1
2024-01-23,11:30,Support,40,37,3
2024-01-23,11:30,Retention,14,14,0
2024-01-23,12:00,Support,43,42,1
2024-01-23,12:00,Retention,23,22,1
2024-01-23,12:30,Support,37,35,2
2024-01-23,12:30,Retention,19,19,0
2024-01-23,13:00,Support,40,37,3
2024-01-23,13:00,Retention,14,13,1
2024-01-23,13:30,Support,30,29,1
2024-01-23,13:30,Retention,19,19,0
2024-01-23,14:00,Support,39,37,2
2024-01-23,14:00,Retention,26,25,1
2024-01-23,14:30,Support,30,28,2
2024-01-23,14:30,Retention,17,17,0
2024-01-23,15:00,Support,31,28,3
2024-01-23,15:00,Retention,19,18,1
2024-01-23,15:30,Support,24,23,1
2024-01-23,15:30,Retention,16,16,0
2024-01-23,16:00,Support,28,27,1
2024-01-23,16:00,Retention,18,17,1
2024-01-23,16:30,Support,41,38,3
2024-01-23,16:30,Retention,27,27,0
2024-01-23,17:00,Support,31,29,2
2024-01-23,17:00,Retention,20,20,0
2024-01-23,17:30,Support,39,37,2
2024-01-23,17:30,Retention,19,19,0
2024-01-23,18:00,Support,26,24,2
2024-01-23,18:00,Retention,20,19,1
2024-01-23,18:30,Support,39,38,1
2024-01-23,18:30,Retention,16,16,0
2024-01-23,19:00,Support,36,33,3
2024-01-23,19:00,Retention,19,19,0
2024-01-23,19:30,Support,36,34,2
2024-01-23,19:30,Retention,16,16,0
2024-01-23,20:00,Support,32,31,1
2024-01-23,20:00,Retention,18,17,1
2024-01-23,20:30,Support,36,35,1
2024-01-23,20:30,Retention,15,14,1
2024-01-24,8:00,Support,38,37,1
2024-01-24,8:00,Retention,20,19,1
2024-01-24,8:30,Support,38,35,3
2024-01-24,8:30,Retention,24,23,1
2024-01-24,9:00,Support,37,36,1
2024-01-24,9:00,Retention,15,14,1
2024-01-24,9:30,Support,42,41,1
2024-01-24,9:30,Retention,29,28,1
2024-01-24,10:00,Support,36,35,1
2024-01-24,10:00,Retention,9,9,0
2024-01-24,10:30,Support,36,34,2
2024-01-24,10:30,Retention,22,21,1
2024-01-24,11:00,Support,38,37,1
2024-01-24,11:00,Retention,19,18,1
2024-01-24,11:30,Support,36,35,1
2024-01-24,11:30,Retention,20,20,0
2024-01-24,12:00,Support,39,37,2
2024-01-24,12:00,Retention,25,24,1
2024-01-24,12:30,Support,23,22,1
2024-01-24,12:30,Retention,16,16,0
2024-01-24,13:00,Support,40,38,2
2024-01-24,13:00,Retention,26,26,0
2024-01-24,13:30,Support,33,32,1
2024-01-24,13:30,Retention,18,17,1
2024-01-24,14:00,Support,32,31,1
2024-01-24,14:00,Retention,24,23,1
2024-01-24,14:30,Support,38,36,2
2024-01-24,14:30,Retention,10,10,0
2024-01-24,15:00,Support,28,26,2
2024-01-24,15:00,Retention,19,18,1
2024-01-24,15:30,Support,27,26,1
2024-01-24,15:30,Retention,21,21,0
2024-01-24,16:00,Support,36,33,3
2024-01-24,16:00,Retention,19,18,1
2024-01-24,16:30,Support,36,34,2
2024-01-24,16:30,Retention,25,24,1
2024-01-24,17:00,Support,28,27,1
2024-01-24,17:00,Retention,19,18,1
2024-01-24,17:30,Support,40,37,3
2024-01-24,17:30,Retention,11,11,0
2024-01-24,18:00,Support,41,39,2
2024-01-24,18:00,Retention,27,25,2
2024-01-24,18:30,Support,53,49,4
2024-01-24,18:30,Retention,18,17,1
2024-01-24,19:00,Support,38,35,3
2024-01-24,19:00,Retention,27,25,2
2024-01-24,19:30,Support,25,24,1
2024-01-24,19:30,Retention,12,12,0
2024-01-24,20:00,Support,33,31,2
2024-01-24,20:00,Retention,25,24,1
2024-01-24,20:30,Support,34,32,2
2024-01-24,20:30,Retention,23,22,1
2024-01-25,8:00,Support,41,38,3
2024-01-25,8:00,Retention,20,19,1
2024-01-25,8:30,Support,33,31,2
2024-01-25,8:30,Retention,19,18,1
2024-01-25,9:00,Support,36,35,1
2024-01-25,9:00,Retention,19,18,1
2024-01-25,9:30,Support,30,29,1
2024-01-25,9:30,Retention,17,17,0
2024-01-25,10:00,Support,29,29,0
2024-01-25,10:00,Retention,17,16,1
2024-01-25,10:30,Support,33,32,1
2024-01-25,10:30,Retention,18,18,0
2024-01-25,11:00,Support,36,33,3
2024-01-25,11:00,Retention,8,8,0
2024-01-25,11:30,Support,29,27,2
2024-01-25,11:30,Retention,23,23,0
2024-01-25,12:00,Support,28,27,1
2024-01-25,12:00,Retention,18,18,0
2024-01-25,12:30,Support,48,46,2
2024-01-25,12:30,Retention,19,19,0
2024-01-25,13:00,Support,38,36,2
2024-01-25,13:00,Retention,18,18,0
2024-01-25,13:30,Support,32,31,1
2024-01-25,13:30,Retention,28,26,2
2024-01-25,14:00,Support,32,31,1
2024-01-25,14:00,Retention,11,11,0
2024-01-25,14:30,Support,38,36,2
2024-01-25,14:30,Retention,25,24,1
2024-01-25,15:00,Support,32,29,3
2024-01-25,15:00,Retention,23,22,1
2024-01-25,15:30,Support,29,28,1
2024-01-25,15:30,Retention,21,20,1
2024-01-25,16:00,Support,43,40,3
2024-01-25,16:00,Retention,13,13,0
2024-01-25,16:30,Support,33,30,3
2024-01-25,16:30,Retention,12,12,0
2024-01-25,17:00,Support,27,25,2
2024-01-25,17:00,Retention,16,15,1
2024-01-25,17:30,Support,34,32,2
2024-01-25,17:30,Retention,19,18,1
2024-01-25,18:00,Support,36,35,1
2024-01-25,18:00,Retention,21,20,1
2024-01-25,18:30,Support,40,39,1
2024-01-25,18:30,Retention,20,19,1
2024-01-25,19:00,Support,39,37,2
2024-01-25,19:00,Retention,12,12,0
2024-01-25,19:30,Support,37,36,1
2024-01-25,19:30,Retention,15,15,0
2024-01-25,20:00,Support,36,35,1
2024-01-25,20:00,Retention,18,17,1
2024-01-25,20:30,Support,36,34,2
2024-01-25,20:30,Retention,24,24,0
2024-01-26,8:00,Support,42,39,3
2024-01-26,8:00,Retention,19,18,1
2024-01-26,8:30,Support,36,35,1
2024-01-26,8:30,Retention,14,14,0
2024-01-26,9:00,Support,36,34,2
2024-01-26,9:00,Retention,19,19,0
2024-01-26,9:30,Support,28,27,1
2024-01-26,9:30,Retention,15,14,1
2024-01-26,10:00,Support,38,35,3
2024-01-26,10:00,Retention,24,23,1
2024-01-26,10:30,Support,38,35,3
2024-01-26,10:30,Retention,15,15,0
2024-01-26,11:00,Support,30,29,1
2024-01-26,11:00,Retention,14,13,1
2024-01-26,11:30,Support,35,34,1
2024-01-26,11:30,Retention,21,20,1
2024-01-26,12:00,Support,33,30,3
2024-01-26,12:00,Retention,15,14,1
2024-01-26,12:30,Support,33,31,2
2024-01-26,12:30,Retention,21,21,0
2024-01-26,13:00,Support,35,33,2
2024-01-26,13:00,Retention,20,20,0
2024-01-26,13:30,Support,33,32,1
2024-01-26,13:30,Retention,16,15,1
2024-01-26,14:00,Support,42,38,4
2024-01-26,14:00,Retention,16,16,0
2024-01-26,14:30,Support,35,34,1
2024-01-26,14:30,Retention,16,15,1
2024-01-26,15:00,Support,31,29,2
2024-01-26,15:00,Retention,22,21,1
2024-01-26,15:30,Support,47,45,2
2024-01-26,15:30,Retention,18,17,1
2024-01-26,16:00,Support,27,25,2
2024-01-26,16:00,Retention,23,21,2
2024-01-26,16:30,Support,32,30,2
2024-01-26,16:30,Retention,15,15,0
2024-01-26,17:00,Support,39,36,3
2024-01-26,17:00,Retention,15,15,0
2024-01-26,17:30,Support,35,34,1
2024-01-26,17:30,Retention,19,18,1
2024-01-26,18:00,Support,35,33,2
2024-01-26,18:00,Retention,21,20,1
2024-01-26,18:30,Support,38,36,2
2024-01-26,18:30,Retention,12,11,1
2024-01-26,19:00,Support,38,37,1
2024-01-26,19:00,Retention,15,15,0
2024-01-26,19:30,Support,40,39,1
2024-01-26,19:30,Retention,16,15,1
2024-01-26,20:00,Support,34,32,2
2024-01-26,20:00,Retention,18,17,1
2024-01-26,20:30,Support,30,28,2
2024-01-26,20:30,Retention,19,18,1
2024-01-27,8:00,Support,40,37,3
2024-01-27,8:00,Retention,20,19,1
2024-01-27,8:30,Support,30,29,1
2024-01-27,8:30,Retention,16,15,1
2024-01-27,9:00,Support,34,33,1
2024-01-27,9:00,Retention,9,9,0
2024-01-27,9:30,Support,30,28,2
2024-01-27,9:30,Retention,13,13,0
2024-01-27,10:00,Support,34,32,2
