call_id,agent_id,compliance_score,soft_skills_score,script_adherence,overall_score
C002128,A061,97,81,70,82
C001880,A019,81,71,84,78
C010029,A015,90,69,92,83
C000475,A026,97,92,87,92
C000613,A086,94,83,92,89
C001554,A032,83,95,87,88
C011026,A112,90,79,72,80
C001039,A098,74,91,75,80
C007243,A023,99,85,78,87
C000689,A106,96,68,66,76
C006249,A109,73,76,75,74
C000270,A094,90,96,80,88
C006785,A002,92,84,91,89
C002464,A086,83,83,73,79
C010586,A009,72,81,97,83
C003006,A035,95,73,84,84
C007007,A113,83,82,74,79
C006106,A007,82,65,66,71
C000584,A072,77,68,64,69
C007918,A074,72,88,81,80
C008084,A035,98,85,78,87
C010408,A013,71,76,95,80
C004240,A065,85,73,73,77
C002612,A062,97,85,90,90
C001798,A114,80,91,79,83
C005014,A057,75,96,89,86
C010288,A045,84,73,72,76
C007979,A020,82,94,63,79
C010571,A011,86,98,65,83
C009037,A055,72,80,95,82
C001696,A075,73,75,81,76
C002897,A039,92,99,83,91
C002962,A030,89,98,94,93
C000516,A115,80,89,63,77
C000486,A039,80,67,60,69
C005614,A112,70,77,68,71
C009744,A120,72,98,87,85
C007038,A119,81,65,69,71
C001032,A118,82,70,78,76
C009709,A119,96,82,70,82
C005668,A058,71,97,86,84
C005192,A094,91,69,92,84
C002964,A061,86,71,94,83
C001930,A023,74,95,71,80
C009145,A071,73,85,71,76
C000555,A023,70,69,70,69
C008403,A045,80,91,65,78
C000897,A040,99,88,98,95
C009247,A015,93,99,97,96
C006924,A019,99,97,95,97
C001834,A054,75,80,93,82
C001349,A042,71,73,68,70
C007764,A082,72,71,60,67
C005775,A108,91,94,76,87
C003336,A025,84,97,95,92
C005577,A047,82,75,82,79
C007080,A066,88,70,93,83
C003746,A080,98,78,69,81
C011016,A095,93,98,87,92
C000557,A064,79,80,92,83
C000372,A096,82,65,82,76
C006178,A040,78,78,61,72
C011109,A024,80,73,83,78
C001990,A063,76,71,95,80
C006581,A091,89,93,67,83
C005508,A107,95,75,84,84
C008249,A065,97,95,61,84
C003419,A101,90,89,94,91
C006434,A079,88,75,95,86
C007939,A106,98,86,78,87
C003034,A059,75,75,69,73
C009063,A010,87,82,83,84
C005996,A107,86,99,66,83
C006830,A051,79,81,97,85
C008529,A033,90,71,92,84
C011140,A053,93,70,88,83
C003605,A041,98,74,76,82
C009135,A019,90,85,97,90
C009730,A099,97,88,93,92
C005284,A019,76,69,75,73
C001047,A039,89,69,82,80
C010281,A050,78,69,72,73
C005310,A076,89,86,69,81
C000016,A057,72,89,70,77
C000928,A031,93,73,86,84
C004575,A021,90,69,72,77
C000800,A027,88,67,88,81
C004689,A016,96,72,95,87
C005975,A105,96,84,76,85
C003520,A028,93,98,87,92
C009903,A091,73,75,96,81
C003500,A042,75,79,88,80
C008225,A039,85,88,80,84
C001548,A107,83,96,63,80
C001203,A014,78,87,71,78
C007532,A112,99,93,87,93
C004721,A062,82,98,96,92
C006310,A065,99,69,93,87
C002412,A074,75,76,60,70
C004542,A071,91,73,62,75
C001634,A014,96,73,98,89
C004724,A047,84,91,91,88
C001556,A026,85,86,90,87
C005548,A113,95,92,65,84
C003765,A027,79,67,94,80
C006169,A074,78,66,82,75
C007603,A058,83,73,83,79
C009216,A081,93,97,90,93
C010861,A119,90,67,92,83
C002238,A081,70,87,89,82
C008657,A118,99,66,82,82
C004688,A107,90,72,76,79
C003452,A013,82,79,91,84
C000113,A058,89,72,66,75
C007382,A108,96,71,73,80
C011140,A033,95,81,96,90
C004060,A119,83,96,81,86
C000644,A105,83,72,68,74
C003800,A056,82,81,88,83
C005560,A089,93,90,65,82
C005389,A073,92,79,97,89
C004263,A061,88,94,67,83
C004568,A028,72,72,83,75
C006220,A064,82,84,65,77
C001900,A111,72,92,65,76
C010190,A080,85,87,87,86
C005069,A049,81,68,88,79
C006447,A063,74,80,93,82
C008729,A020,89,74,82,81
C007790,A119,80,81,67,76
C001884,A027,84,89,72,81
C001037,A110,88,75,62,75
C006313,A061,90,74,94,86
C004618,A100,79,92,80,83
C008950,A108,85,84,71,80
C009279,A073,75,97,97,89
C003340,A067,98,97,69,88
C007486,A058,93,87,74,84
C000847,A016,77,80,86,81
C005073,A062,82,68,86,78
C005580,A002,84,79,95,86
C008553,A093,70,91,88,83
C005386,A100,86,95,62,81
C007493,A086,97,80,81,86
C009348,A026,86,97,99,94
C006933,A117,98,75,60,77
C008999,A060,89,85,67,80
C003580,A050,77,93,68,79
C003188,A065,76,90,75,80
C002204,A020,84,86,95,88
C002191,A060,94,86,62,80
C005603,A002,91,87,96,91
C000484,A095,73,94,98,88
C008968,A062,71,67,78,72
C007245,A093,88,82,77,82
C001014,A061,75,88,88,83
C010365,A058,89,78,98,88
C007232,A021,84,99,61,81
C007158,A099,98,67,99,88
C006617,A031,71,89,73,77
C001710,A077,95,73,64,77
C003605,A028,80,74,75,76
C002231,A022,73,99,99,90
C010691,A104,99,81,69,83
C007132,A006,99,98,73,90
C007232,A007,90,86,91,89
C001324,A070,79,87,92,86
C001252,A077,93,75,81,83
C010148,A114,92,83,81,85
C009228,A096,79,97,63,79
C006085,A113,97,90,71,86
C002006,A082,95,83,74,84
C003778,A005,97,74,84,85
C008680,A059,94,72,73,79
C000702,A070,74,85,65,74
C003438,A092,75,72,93,80
C003472,A064,95,85,65,81
C007142,A114,92,86,85,87
C004205,A012,86,95,90,90
C004839,A115,96,69,89,84
C000082,A039,79,97,73,83
C009115,A096,78,97,73,82
C009138,A022,83,69,68,73
C000216,A053,94,73,70,79
C003832,A090,93,70,74,79
C004522,A065,88,71,70,76
C002596,A113,75,87,98,86
C002273,A035,91,76,73,80
C010695,A046,74,86,76,78
C000665,A042,98,90,62,83
C002994,A017,77,99,67,81
C006229,A057,77,95,93,88
C009339,A097,84,81,75,80
C009129,A025,74,69,60,67
C010167,A014,77,83,64,74
C008699,A044,93,91,88,90
C006452,A038,96,66,98,86
C009444,A052,80,82,93,85
C003577,A022,99,71,78,82
C004731,A054,83,94,71,82
C003484,A082,94,78,88,86
C008564,A078,95,87,99,93
C001362,A015,74,77,68,73
C005607,A063,96,69,78,81
C007751,A019,90,86,85,87
C008156,A064,93,99,66,86
C001303,A052,78,77,68,74
C004650,A031,94,81,90,88
C005840,A052,74,83,90,82
C007657,A095,73,71,77,73
C003755,A091,78,91,80,83
C007210,A120,89,93,83,88
C009979,A053,99,80,92,90
C005498,A091,83,71,77,77
C004321,A087,97,77,67,80
C003303,A074,76,67,92,78
C002049,A060,71,71,87,76
C010447,A058,90,92,66,82
C003648,A009,98,68,82,82
C007608,A083,99,76,68,81
C004678,A116,96,75,72,81
C004564,A009,78,92,93,87
C009080,A086,70,89,63,74
C001387,A009,78,94,99,90
C010170,A089,90,77,81,82
C008434,A033,80,74,78,77
C011005,A034,75,81,97,84
C001131,A045,74,70,81,75
C006980,A007,90,68,88,82
C009329,A117,91,99,94,94
C010717,A021,70,75,76,73
C005111,A066,83,80,89,84
C006202,A056,92,99,90,93
C002605,A116,85,76,81,80
C006781,A084,92,82,89,87
C004273,A032,95,97,76,89
C006969,A015,93,85,66,81
C002000,A072,77,81,92,83
C000116,A064,97,70,88,85
C008288,A066,85,92,81,86
C005586,A039,95,94,85,91
C010611,A039,75,86,74,78
C008055,A120,84,71,60,71
C005346,A074,95,75,93,87
C005929,A025,75,93,85,84
C007284,A090,74,87,84,81
C007524,A070,82,99,85,88
C009904,A001,73,95,63,77
C005885,A016,91,89,95,91
C000971,A108,70,83,94,82
C009538,A003,83,86,98,89
C001794,A117,97,68,81,82
C008204,A013,88,98,70,85
C001324,A003,76,75,88,79
C010202,A115,83,66,78,75
C003682,A048,76,66,96,79
C001531,A046,78,98,81,85
C006937,A083,95,66,77,79
C007965,A061,94,71,73,79
C005066,A042,84,67,90,80
C007002,A042,83,91,97,90
C010094,A043,95,71,79,81
C005911,A010,74,89,84,82
C005043,A059,76,93,74,81
C000733,A039,78,86,71,78
C001679,A103,90,66,97,84
C009322,A064,96,88,92,92
C006977,A110,81,71,86,79
C006654,A084,97,96,96,96
C007388,A019,85,74,86,81
C003734,A120,94,96,67,85
C002469,A049,83,95,70,82
C000478,A053,92,96,79,89
C002880,A105,91,86,95,90
C006509,A031,89,68,88,81
C002166,A083,80,80,94,84
C005018,A069,98,81,81,86
C004338,A040,81,81,89,83
C002940,A090,83,86,99,89
C008093,A073,86,96,76,86
C007956,A091,77,87,99,87
C004029,A097,94,68,87,83
C007578,A080,88,85,76,83
C002808,A034,99,76,63,79
C000278,A113,87,68,78,77
C009916,A064,97,95,88,93
C005426,A025,89,90,69,82
C005287,A012,89,67,81,79
C005830,A024,96,83,86,88
C002227,A016,95,85,85,88
C007083,A070,96,79,76,83
C005684,A064,97,92,69,86
C004326,A092,75,67,68,70
C011039,A104,93,68,61,74
C010588,A066,74,77,62,71
C003118,A068,85,73,99,85
C008937,A002,83,72,90,81
C007167,A086,94,84,89,89
C007817,A111,80,95,60,78
C004039,A103,99,94,65,86
C006433,A050,73,83,88,81
C000625,A055,74,83,93,83
C000485,A042,90,79,77,82
C001839,A050,71,87,68,75
C008894,A058,75,65,73,71
C011153,A116,78,92,83,84
C002935,A075,77,71,97,81
C009339,A014,79,88,60,75
C007155,A112,86,95,62,81
C003112,A103,77,83,67,75
C002557,A030,77,75,60,70
C006310,A050,80,92,86,86
C008602,A083,74,75,80,76
C000175,A080,84,98,80,87
C010941,A067,95,69,66,76
C005704,A079,72,74,65,70
C006031,A006,96,83,60,79
C009931,A078,73,76,96,81
C002626,A013,79,80,75,78
C003696,A051,83,91,95,89
C005309,A094,86,99,78,87
C004685,A068,82,95,66,81
C010199,A113,72,68,77,72
C003504,A117,81,76,92,83
C011169,A026,90,71,90,83
C007744,A114,70,81,89,80
C005842,A025,75,82,63,73
C005914,A057,87,85,76,82
C004225,A106,78,68,97,81
C004949,A076,92,69,83,81
C001478,A079,73,86,76,78
C009230,A055,70,99,66,78
C003344,A035,76,81,70,75
C005556,A033,93,71,81,81
C006092,A116,92,89,75,85
C004089,A042,70,79,67,72
C007708,A073,77,73,82,77
C004395,A098,94,72,98,88
C010108,A010,76,91,96,87
C010021,A009,83,96,99,92
C004109,A108,85,98,80,87
C007253,A069,81,68,90,79
C004996,A097,95,99,70,88
C008455,A081,98,99,96,97
C008095,A058,82,89,74,81
C007116,A108,77,75,60,70
C010682,A021,96,75,93,88
C003229,A085,95,78,99,90
C002574,A026,71,83,91,81
C007585,A001,76,89,99,88
C009603,A022,96,69,98,87
C001455,A052,78,82,68,76
C004590,A014,89,77,64,76
C002930,A023,88,68,93,83
C008886,A101,75,76,84,78
C002408,A003,80,96,69,81
C006484,A089,94,67,93,84
C005793,A024,95,79,87,87
C002432,A093,99,99,79,92
C007823,A055,77,82,71,76
C005311,A040,94,93,92,93
C008234,A040,91,67,93,83
C003529,A050,98,68,84,83
C006832,A030,75,67,72,71
C001078,A005,94,74,99,89
C006506,A104,94,91,62,82
C009447,A037,98,67,90,85
C002747,A083,94,69,61,74
C009942,A069,91,68,67,75
C003863,A087,99,98,86,94
C007628,A039,85,99,69,84
C008355,A078,92,67,86,81
C001054,A018,93,71,60,74
C005848,A020,73,74,66,71
C010332,A052,89,77,93,86
C001527,A078,90,71,71,77
C008434,A070,89,97,77,87
C005859,A063,77,81,72,76
C010587,A106,95,77,65,79
C008909,A036,89,99,95,94
C009596,A026,96,78,85,86
C007218,A089,91,65,95,83
C006908,A022,91,85,92,89
C003807,A100,84,94,65,81
C002975,A049,97,81,83,87
C005245,A118,75,84,95,84
C008204,A078,94,96,86,92
C000227,A086,93,77,85,85
C002500,A093,97,93,82,90
C002576,A097,88,93,83,88
C009801,A047,76,74,90,80
C005591,A067,85,92,77,84
C009816,A107,89,82,92,87
C006516,A008,94,88,64,82
C010941,A008,71,77,73,73
C010013,A019,73,78,95,82
C001223,A037,79,91,76,82
C000515,A026,74,98,79,83
C000686,A101,91,69,79,79
C003800,A018,73,70,93,78
C008575,A038,98,83,72,84
C001115,A039,93,93,77,87
C005204,A060,80,95,84,86
C004841,A013,78,81,92,83
C009831,A032,87,85,89,87
C004365,A085,92,89,73,84
C004841,A016,79,87,81,82
C009700,A033,72,98,67,79
C003834,A113,72,98,69,79
C008101,A117,88,91,67,82
C006989,A089,75,74,65,71
C000507,A055,83,81,96,86
C004667,A079,77,83,98,86
C005876,A111,80,74,67,73
C008321,A001,82,92,61,78
C008095,A079,76,96,68,80
C004028,A055,87,77,89,84
C004828,A087,71,69,72,70
C009068,A030,85,72,60,72
C002703,A045,90,91,83,88
C004272,A077,99,93,81,91
C009203,A088,97,90,97,94
C008341,A075,77,94,68,79
C008775,A105,98,73,69,80
C006715,A010,96,71,74,80
C003143,A106,86,80,95,87
C001084,A038,79,90,71,80
C008488,A036,86,71,77,78
C010269,A007,74,87,62,74
C003499,A117,87,95,66,82
C002670,A107,99,79,88,88
C002375,A063,77,89,84,83
C008041,A067,89,73,94,85
C009880,A084,96,86,71,84
C003155,A066,86,79,78,81
C009150,A079,99,67,71,79
C002094,A120,99,80,62,80
C006660,A075,84,91,93,89
C006519,A095,88,98,96,94
C005797,A050,88,87,79,84
C001938,A095,72,69,95,78
C005705,A118,75,75,77,75
C001607,A120,80,80,80,80
C007033,A120,79,89,68,78
C008405,A088,78,88,69,78
C006844,A049,70,95,76,80
C008936,A035,90,98,83,90
C006579,A036,82,74,93,83
C007885,A056,86,98,89,91
C004741,A034,90,91,92,91
C000209,A043,70,68,71,69
C009441,A012,98,66,65,76
C010365,A105,92,66,63,73
C008946,A091,73,97,94,88
C005948,A096,84,67,66,72
C008526,A007,72,73,96,80
C010047,A096,78,70,98,82
C010341,A032,74,77,98,83
C001594,A005,94,89,76,86
C005074,A003,92,88,85,88
C004961,A015,73,96,98,89
C008974,A034,90,98,86,91
C008025,A104,88,76,78,80
C010571,A007,72,74,87,77
C002344,A010,79,73,90,80
C011107,A099,99,97,87,94
C000872,A088,84,84,88,85
C002286,A102,85,65,72,74
C005457,A032,98,84,83,88
C005560,A018,92,66,69,75
C010339,A007,97,74,89,86
C001100,A001,72,91,73,78
C005101,A013,74,80,71,75
C000926,A060,96,88,73,85
C005365,A020,77,69,62,69
C009968,A072,78,92,95,88
C003840,A019,90,68,73,77
C009667,A088,82,69,92,81
C001661,A051,73,71,64,69
C003815,A075,97,93,97,95
C005906,A084,92,79,60,77
C007195,A023,87,84,85,85
C010768,A056,77,65,65,69
C011145,A094,97,67,92,85
C000426,A041,89,92,71,84
C003223,A010,86,98,79,87
C008597,A077,74,83,89,82
C002067,A007,72,74,83,76
C007531,A020,95,79,76,83
C001622,A084,95,91,60,82
C009455,A048,74,69,82,75
C010922,A035,78,84,72,78
C005237,A091,79,72,82,77
C009984,A016,94,91,85,90
C001928,A113,83,72,87,80
C009568,A093,91,75,86,84
C003521,A049,75,95,65,78
C007071,A074,85,77,92,84
C007373,A009,99,89,96,94
C002165,A017,91,97,91,93
C009294,A074,79,88,95,87
C005260,A087,72,95,74,80
C005627,A113,78,75,94,82
C003789,A003,80,73,94,82
C006644,A041,70,97,65,77
C000353,A107,74,88,79,80
C005231,A045,72,83,62,72
C003170,A087,88,77,62,75
C010320,A084,89,91,85,88
C007266,A080,70,88,96,84
C003174,A009,94,92,62,82
C004667,A048,71,70,75,72
C002057,A045,75,76,61,70
C010414,A025,74,68,78,73
C003907,A039,82,77,60,73
C000033,A044,87,71,96,84
C010497,A075,88,85,79,84
C001297,A067,96,80,67,81
C010599,A093,76,92,75,81
C006716,A012,87,70,91,82
C010560,A043,79,86,90,85
C000187,A095,80,91,84,85
C009603,A031,98,97,88,94
C010212,A079,90,79,84,84
C004455,A067,91,96,97,94
C000508,A001,95,90,74,86
C010331,A032,89,95,84,89
C003817,A108,77,67,79,74
C004161,A066,79,73,85,79
C002734,A006,83,97,68,82
C005498,A105,78,96,83,85
C009434,A020,94,74,84,84
C007581,A077,83,80,75,79
C010174,A100,90,78,70,79
C003834,A104,75,92,78,81
C000151,A077,76,92,85,84
C000022,A085,74,98,88,86
C002169,A028,71,69,62,67
C000427,A107,99,78,78,85
C005368,A107,72,83,93,82
C003638,A108,73,88,99,86
C007414,A064,71,87,84,80
C007191,A087,78,90,90,86
C005239,A018,90,97,70,85
C001237,A014,82,70,65,72
C011013,A045,78,91,63,77
C002422,A015,73,90,77,80
C010254,A084,72,78,75,75
C004643,A008,84,79,80,81
C002749,A016,72,74,88,78
C006425,A108,71,86,62,73
C000181,A055,74,98,81,84
C009006,A116,76,74,97,82
C010468,A092,83,96,89,89
C002454,A058,96,65,95,85
C000145,A083,98,77,63,79
C006847,A044,73,71,62,68
C009819,A111,77,73,71,73
C006936,A006,94,90,80,88
C000348,A108,98,79,69,82
C003565,A049,99,84,94,92
C003771,A095,99,66,79,81
C007237,A111,72,73,67,70
C001328,A105,86,78,64,76
C007300,A045,94,65,91,83
C001426,A044,89,97,74,86
C001109,A108,84,68,65,72
C002392,A036,87,82,69,79
C002314,A018,80,66,62,69
C007255,A069,95,65,88,82
C011161,A097,72,85,69,75
C004932,A083,81,97,93,90
C007198,A095,76,66,84,75
C010292,A034,85,87,69,80
C005799,A114,86,79,76,80
C004392,A077,85,99,61,81
C003997,A091,78,93,91,87
C002541,A019,83,70,85,79
C001092,A093,82,87,76,81
C005957,A010,78,97,76,83
C003534,A107,87,98,78,87
C006179,A015,74,85,94,84
C009384,A021,74,73,86,77
C003321,A089,80,68,63,70
C007090,A064,87,92,65,81
C009430,A107,79,83,99,87
C008445,A086,70,66,73,69
C002143,A014,80,97,94,90
C008976,A118,85,81,97,87
C005111,A019,77,80,72,76
C007022,A075,89,97,80,88
C003896,A070,74,93,86,84
C008316,A002,75,87,99,87
C000773,A109,86,76,62,74
C005167,A041,95,73,98,88
C000041,A093,94,95,86,91
C009821,A081,88,89,67,81
C000361,A076,77,73,65,71
C004284,A068,99,75,87,87
C001992,A054,95,93,70,86
C005245,A050,70,68,88,75
C010864,A085,95,95,86,92
C003597,A090,82,87,91,86
C011212,A051,88,85,94,89
C000098,A056,92,87,94,91
C009422,A104,74,73,70,72
C003221,A055,75,92,62,76
C007438,A082,89,81,91,87
C010049,A007,71,69,91,77
C008028,A078,94,84,85,87
C010723,A055,99,89,60,82
C004779,A065,86,86,90,87
C003245,A111,96,70,72,79
C000612,A068,94,67,89,83
C008791,A119,88,77,80,81
C008957,A058,97,66,67,76
C009519,A108,88,86,85,86
C008203,A008,75,92,72,79
C005438,A051,79,67,97,81
C001202,A076,99,96,86,93
C000882,A120,98,76,69,81
C003452,A117,91,81,69,80
C004907,A037,98,69,95,87
C003715,A098,75,77,60,70
C007764,A001,80,84,75,79
C001003,A006,80,85,75,80
C008050,A113,79,94,79,84
C009304,A115,83,95,86,88
C001615,A014,86,79,97,87
C007990,A056,94,79,99,90
C007755,A024,71,66,67,68
C001400,A016,86,83,75,81
C004368,A036,84,87,80,83
C005205,A045,89,77,92,86
C007689,A061,71,68,65,68
C011124,A081,93,99,77,89
C010587,A056,77,67,73,72
C001256,A071,73,91,95,86
C010667,A094,93,75,85,84
C009594,A041,82,80,68,76
C005442,A074,85,81,88,84
C002324,A042,85,70,98,84
C007706,A082,75,70,70,71
C009597,A001,99,75,81,85
C008483,A071,82,73,62,72
C009063,A076,96,89,79,88
C006534,A061,90,80,83,84
C006654,A059,93,96,96,95
C010836,A095,70,67,73,70
C008499,A012,75,86,91,84
C011078,A051,98,93,69,86
C002581,A063,77,84,94,85
C005069,A106,89,83,68,80
C009671,A019,94,70,74,79
C002533,A112,78,80,92,83
C001565,A091,95,66,77,79
C009396,A058,94,73,91,86
C000364,A008,84,73,74,77
C002391,A049,93,98,87,92
C003095,A046,84,86,94,88
C001317,A050,90,69,93,84
C010606,A081,76,73,87,78
C011090,A078,89,72,86,82
C004874,A103,83,93,63,79
C007721,A017,80,88,64,77
C010993,A074,76,70,96,80
C009373,A082,99,95,75,89
C002633,A075,71,88,90,83
C006356,A120,79,77,94,83
C006897,A027,77,70,81,76
C001222,A113,96,77,74,82
C007902,A014,99,99,95,97
C001539,A031,83,69,82,78
C003080,A060,78,94,75,82
C009721,A072,79,86,86,83
C010403,A112,74,87,95,85
C011042,A034,97,99,94,96
C003817,A021,97,68,60,75
C007473,A063,85,81,92,86
C006934,A094,78,90,99,89
C001417,A012,78,81,67,75
C005930,A044,92,83,69,81
C006384,A112,73,93,86,84
C008281,A096,88,93,78,86
C001096,A040,99,67,74,80
C011085,A035,87,99,68,84
C008843,A036,76,85,97,86
C002953,A105,78,80,66,74
C002212,A039,92,66,82,80
C006558,A116,93,82,85,86
C009653,A006,74,66,70,70
C004345,A053,91,84,61,78
C009171,A061,82,85,82,83
C007631,A050,80,68,62,70
C001493,A041,78,91,81,83
C008069,A105,80,79,68,75
C003893,A107,94,75,89,86
C004337,A053,86,96,72,84
C007239,A104,95,95,62,84
C010197,A075,84,93,94,90
C007943,A060,85,92,96,91
C001271,A009,88,79,71,79
C008935,A114,80,95,83,86
C001414,A062,83,84,75,80
C000247,A046,71,95,86,84
C002432,A033,91,72,78,80
C002519,A052,99,75,60,78
C000675,A009,95,97,68,86
C007995,A020,85,80,75,80
C001688,A109,83,91,85,86
C002558,A021,73,81,86,80
C000906,A063,75,71,70,72
C005765,A004,84,90,97,90
C009939,A023,81,84,79,81
C005325,A033,88,66,90,81
C007525,A001,76,92,82,83
C001337,A089,80,70,90,80
C010132,A106,74,77,80,77
C005308,A050,84,81,99,88
C000064,A086,97,88,93,92
C005717,A032,85,87,63,78
C009285,A076,78,80,67,75
C002804,A060,82,76,71,76
C007470,A093,93,70,84,82
C005962,A107,72,67,94,77
C005940,A044,78,83,95,85
C008218,A001,87,85,71,81
C008960,A089,75,78,84,79
C002719,A012,77,74,83,78
C010276,A098,77,91,68,78
C004636,A077,99,91,62,84
C000904,A102,93,82,85,86
C010025,A033,97,94,98,96
C011159,A111,88,87,83,86
C002015,A003,71,83,87,80
C004084,A070,87,89,74,83
C000385,A068,93,74,94,87
C010599,A078,78,94,80,84
C000223,A002,86,69,78,77
C006685,A086,88,85,78,83
C004379,A039,76,98,83,85
C006001,A015,91,76,88,85
C002470,A086,87,65,85,79
C002079,A064,86,92,90,89
C009756,A022,78,82,69,76
C010583,A104,98,89,83,90
C006404,A036,99,90,61,83
C009461,A032,97,67,81,81
C000753,A111,73,81,69,74
C001463,A116,98,82,84,88
C007881,A109,86,65,92,81
C010152,A015,98,84,91,91
C006796,A016,73,81,94,82
C002074,A005,83,95,80,86
C001893,A096,75,67,77,73
C010135,A042,95,82,86,87
C002857,A083,76,75,76,75
C005902,A003,74,92,91,85
C006310,A105,81,90,72,81
C007469,A091,90,99,82,90
C002256,A059,94,98,78,90
C007300,A082,83,94,74,83
C004859,A040,79,66,65,70
C002195,A103,95,97,72,88
C006044,A066,99,84,86,89
C003860,A115,75,65,92,77
C010159,A069,75,87,94,85
C006417,A108,84,92,94,90
C009785,A040,75,97,77,83
C006351,A039,70,89,82,80
C009820,A001,74,70,69,71
C009472,A086,84,91,74,83
C007735,A061,72,84,79,78
C009530,A089,90,86,92,89
C002110,A001,72,99,99,90
C011100,A065,79,71,89,79
C003555,A087,77,75,98,83
C007980,A034,73,93,91,85
C010563,A005,78,89,77,81
C010226,A116,73,76,77,75
C011197,A004,83,89,75,82
C000343,A061,92,75,79,82
C001870,A035,89,89,94,90
C008520,A028,77,77,89,81
C007504,A005,85,96,64,81
C010814,A095,72,77,66,71
C008293,A020,86,77,98,87
C003896,A033,94,99,90,94
C010069,A023,79,95,92,88
C009762,A086,92,80,67,79
C002147,A003,96,75,94,88
C002514,A034,71,70,86,75
C007460,A116,81,76,92,83
C010634,A017,79,80,71,76
C004919,A026,99,98,93,96
C010109,A073,74,90,66,76
C004931,A010,96,89,89,91
C008429,A119,72,77,94,81
C004977,A080,82,76,96,84
C000571,A094,93,91,84,89
C003256,A107,76,85,74,78
C003565,A107,89,71,95,85
C009682,A059,90,78,66,78
C006829,A113,99,94,60,84
C002360,A012,98,85,76,86
C007575,A095,90,98,63,83
C002322,A065,81,79,85,81
C004406,A101,73,94,93,86
C000282,A107,70,65,90,75
C007365,A022,95,93,85,91
C000589,A053,91,69,67,75
C006511,A107,94,70,63,75
C000178,A026,84,89,68,80
C007482,A015,72,70,64,68
C003196,A036,70,95,94,86
C000796,A111,86,85,98,89
C000478,A075,95,87,78,86
C000710,A032,98,98,69,88
C010163,A114,74,99,86,86
C009111,A049,89,79,88,85
C006775,A089,92,97,74,87
C006189,A003,79,88,75,80
C001406,A087,82,85,76,81
C006214,A030,99,83,72,84
C008262,A046,70,66,61,65
C009828,A120,79,80,66,75
C002530,A109,87,84,95,88
C003770,A049,94,98,96,96
C009992,A022,92,83,65,80
C009043,A026,81,93,90,88
C000437,A064,89,87,75,83
C006506,A039,99,67,73,79
C003760,A077,84,80,74,79
C002665,A023,93,68,67,76
C003443,A036,96,86,91,91
C005205,A057,86,94,64,81
C006616,A090,97,67,64,76
C003280,A103,78,75,87,80
C010705,A060,72,91,89,84
C009526,A030,89,87,72,82
C008171,A119,95,72,65,77
C008516,A092,98,71,86,85
C001494,A113,81,95,84,86
C005973,A118,81,72,74,75
C007806,A099,99,65,63,75
C009832,A026,76,83,64,74
C001975,A087,89,92,78,86
C002732,A051,90,89,83,87
C004306,A101,86,72,83,80
C008424,A047,73,65,62,66
C004344,A014,81,79,73,77
C003388,A070,96,73,81,83
C003169,A074,78,74,95,82
C000988,A022,80,82,60,74
C000666,A017,93,78,80,83
C009533,A110,78,94,66,79
C001951,A043,98,85,65,82
C009061,A028,81,68,96,81
C006436,A024,91,80,81,84
C003915,A031,86,87,60,77
C005367,A030,98,75,71,81
C005018,A057,97,83,65,81
C002423,A030,95,93,80,89
C005566,A013,74,77,80,77
C000380,A075,76,97,83,85
C010798,A028,75,89,70,78
C003924,A060,84,81,73,79
C005878,A085,84,89,99,90
C008022,A054,96,76,64,78
C006840,A082,84,80,90,84
C002202,A078,85,67,80,77
C003813,A029,72,76,98,82
C004840,A094,94,68,70,77
C008252,A107,81,76,99,85
C001479,A044,75,86,73,78
C002313,A074,85,86,85,85
C005582,A020,83,69,81,77
C009647,A108,83,80,96,86
C003202,A046,98,86,61,81
C009989,A117,82,82,99,87
C002577,A046,88,97,83,89
C011195,A115,73,79,79,77
C005378,A101,94,98,81,91
C006070,A073,99,67,64,76
C009573,A026,99,71,83,84
C003503,A065,74,94,75,81
C003858,A090,75,73,79,75
C007426,A098,83,70,83,78
C008778,A100,76,78,81,78
C006203,A026,86,89,79,84
C000017,A003,83,81,96,86
C007259,A059,99,82,94,91
C006566,A044,98,71,70,79
C002408,A065,70,93,86,83
C007928,A109,80,70,83,77
C000294,A065,87,78,89,84
C004632,A101,86,74,67,75
C004327,A023,78,86,98,87
C005759,A011,98,85,87,90
C009657,A002,94,66,66,75
C010024,A047,83,90,78,83
C002662,A079,89,90,62,80
C002055,A045,81,99,82,87
C007891,A091,79,97,95,90
C004014,A022,75,72,89,78
C009718,A099,87,68,83,79
C006161,A027,99,91,92,94
C002956,A089,89,94,80,87
C011145,A074,99,71,98,89
C003696,A116,78,87,62,75
C000702,A060,95,89,79,87
C005133,A002,78,65,60,67
C001051,A002,83,94,86,87
C006290,A047,78,92,87,85
C004647,A037,91,77,98,88
C001263,A037,97,74,69,80
C003447,A023,76,80,74,76
C004935,A043,82,78,69,76
C009779,A113,88,87,77,84
C011040,A025,81,91,61,77
C001941,A024,92,95,84,90
C004714,A082,97,82,93,90
C006878,A033,70,94,73,79
C006464,A058,94,97,90,93
C002050,A021,99,80,98,92
C005009,A067,91,90,80,87
C002431,A079,96,74,68,79
C005959,A055,79,95,94,89
C000213,A095,89,98,95,94
C010801,A118,79,76,68,74
C005780,A056,79,75,63,72
