date,agent_id,queue,talk_time_sec,hold_time_sec,acw_time_sec,aht_sec
2024-01-02,A071,Retention,625,74,104,804
2024-01-18,A099,Support,486,26,78,592
2024-01-02,A038,Retention,573,87,109,770
2024-02-17,A073,Retention,512,80,87,680
2024-03-09,A075,Support,444,52,87,584
2024-03-08,A108,Support,349,87,43,481
2024-02-13,A075,Retention,490,86,49,626
2024-01-13,A068,Retention,568,43,144,757
2024-02-06,A119,Retention,555,49,120,725
2024-01-04,A090,Retention,564,29,89,684
2024-01-15,A013,Support,482,12,92,587
2024-02-25,A029,Support,325,113,98,537
2024-01-31,A115,Support,486,53,135,675
2024-03-06,A083,Support,345,53,41,440
2024-03-03,A030,Support,425,43,76,546
2024-01-31,A024,Retention,565,39,113,718
2024-03-27,A108,Support,364,47,132,545
2024-01-20,A076,Support,454,63,108,626
2024-02-23,A082,Support,486,63,158,708
2024-02-28,A107,Support,477,67,91,636
2024-01-03,A104,Retention,555,54,89,699
2024-01-10,A012,Support,508,51,82,641
2024-01-04,A020,Support,518,56,116,690
2024-02-02,A033,Support,449,71,127,648
2024-01-10,A030,Support,421,59,25,505
2024-01-06,A051,Retention,446,45,50,542
2024-01-02,A088,Support,442,56,126,625
2024-02-17,A079,Support,450,71,142,664
2024-01-30,A021,Retention,463,68,78,610
2024-03-21,A030,Retention,535,37,113,687
2024-01-04,A118,Retention,590,78,89,758
2024-01-18,A095,Support,473,65,78,617
2024-02-14,A070,Retention,476,61,45,583
2024-03-19,A086,Retention,512,42,97,653
2024-03-25,A080,Support,464,60,130,655
2024-02-26,A051,Retention,562,89,44,696
2024-01-06,A029,Retention,498,78,89,666
2024-03-16,A048,Retention,450,25,79,555
2024-02-06,A099,Retention,454,28,113,595
2024-02-11,A106,Support,492,108,114,715
2024-01-04,A050,Support,558,52,119,730
2024-03-04,A033,Support,396,62,104,563
2024-02-08,A034,Retention,483,77,99,661
2024-01-17,A035,Retention,584,87,118,789
2024-02-14,A004,Support,340,48,131,520
2024-03-06,A032,Support,360,67,47,476
2024-02-23,A101,Support,410,55,107,573
2024-02-13,A115,Retention,475,6,87,570
2024-01-20,A057,Retention,444,71,53,569
2024-03-24,A120,Support,340,66,82,489
2024-03-18,A081,Retention,479,22,89,591
2024-02-16,A011,Support,571,83,68,722
2024-02-04,A078,Support,402,49,77,529
2024-01-13,A050,Retention,565,68,121,755
2024-02-10,A008,Support,415,31,65,512
2024-02-19,A099,Support,434,57,97,589
2024-01-23,A110,Support,354,50,86,492
2024-02-11,A051,Support,233,79,94,407
2024-02-09,A014,Support,473,58,117,649
2024-01-31,A027,Support,412,52,90,555
2024-02-09,A108,Retention,613,81,88,783
2024-03-12,A058,Retention,530,73,83,686
2024-01-21,A114,Support,525,31,102,658
2024-01-24,A009,Retention,561,53,104,719
2024-02-19,A048,Support,470,89,95,655
2024-02-12,A059,Retention,441,53,76,571
2024-03-08,A063,Support,418,101,88,607
2024-02-03,A020,Retention,391,51,84,527
2024-03-18,A086,Support,400,35,63,499
2024-02-13,A020,Support,476,50,95,622
2024-02-09,A115,Retention,538,55,93,688
2024-02-29,A032,Retention,485,60,101,647
2024-01-17,A077,Support,388,79,38,506
2024-03-29,A097,Support,413,58,105,577
2024-02-05,A118,Retention,484,56,92,633
2024-02-21,A059,Retention,504,44,138,687
2024-03-03,A113,Retention,554,70,40,665
2024-02-19,A118,Retention,545,43,90,678
2024-02-07,A112,Support,451,28,117,598
2024-01-13,A018,Support,476,42,79,598
2024-03-22,A068,Support,424,35,125,586
2024-03-30,A027,Retention,513,94,123,731
2024-02-24,A020,Support,468,74,134,676
2024-01-15,A018,Retention,520,47,53,621
2024-02-26,A013,Support,463,57,76,597
2024-01-26,A001,Retention,490,60,29,580
2024-02-23,A104,Retention,411,74,119,605
2024-02-11,A004,Support,498,66,94,659
2024-03-07,A005,Support,432,88,106,626
2024-03-07,A086,Retention,521,26,92,641
2024-01-17,A082,Retention,495,69,95,660
2024-03-26,A105,Support,300,65,71,437
2024-01-18,A080,Support,467,51,99,618
2024-01-23,A098,Support,426,63,39,530
2024-01-16,A031,Support,376,89,116,582
2024-02-27,A021,Support,458,4,123,585
2024-01-12,A013,Support,512,90,116,720
2024-03-08,A089,Support,343,90,70,504
2024-03-26,A085,Support,390,55,52,497
2024-01-13,A011,Support,433,59,94,586
2024-03-22,A002,Retention,504,73,120,699
2024-03-05,A028,Support,388,37,94,521
2024-02-05,A090,Retention,412,49,87,549
2024-01-21,A044,Support,379,71,97,548
2024-01-03,A034,Retention,549,47,92,689
2024-02-24,A092,Support,430,34,83,547
2024-01-29,A028,Retention,440,35,169,645
2024-01-27,A119,Support,447,64,70,583
2024-02-19,A081,Support,411,61,89,562
2024-03-19,A043,Support,447,90,84,622
2024-03-09,A106,Support,365,47,86,500
2024-02-21,A106,Support,418,65,98,582
2024-01-12,A030,Support,373,72,112,558
2024-01-16,A091,Support,355,20,100,476
2024-01-09,A119,Retention,563,64,39,667
2024-01-24,A029,Retention,537,52,65,655
2024-02-10,A103,Support,297,57,27,381
2024-03-14,A063,Retention,529,80,65,675
2024-02-27,A021,Retention,525,73,90,690
2024-03-21,A079,Support,425,123,108,656
2024-03-14,A052,Retention,570,69,100,740
2024-03-23,A001,Support,332,31,121,486
2024-03-10,A012,Support,415,96,126,638
2024-02-22,A079,Retention,363,55,132,551
2024-01-19,A081,Retention,576,53,75,705
2024-01-24,A068,Support,443,36,82,563
2024-03-10,A082,Retention,565,45,111,722
2024-01-15,A004,Retention,522,45,14,583
2024-02-21,A068,Retention,635,61,77,773
2024-01-29,A091,Retention,617,63,86,767
2024-02-18,A051,Retention,551,20,96,668
2024-02-01,A113,Retention,493,90,34,618
2024-02-06,A099,Support,339,56,112,509
2024-02-06,A101,Support,511,39,91,641
2024-01-02,A089,Support,527,66,29,623
2024-03-18,A069,Support,370,62,78,511
2024-03-18,A046,Support,302,37,73,413
2024-03-11,A073,Support,390,31,88,510
2024-01-13,A036,Retention,448,24,88,561
2024-03-27,A097,Support,407,68,90,567
2024-03-01,A090,Retention,594,38,148,781
2024-01-04,A082,Support,451,69,115,637
2024-03-02,A054,Retention,560,56,123,739
2024-03-17,A067,Support,440,85,84,609
2024-01-14,A082,Retention,521,43,61,626
2024-01-13,A114,Retention,560,90,96,746
2024-01-05,A017,Retention,431,52,83,567
2024-03-16,A099,Support,451,77,85,614
2024-01-20,A081,Support,353,42,153,550
2024-03-30,A071,Retention,507,58,134,700
2024-02-29,A016,Retention,562,63,103,729
2024-01-19,A040,Support,501,52,86,640
2024-02-26,A020,Retention,640,74,39,753
2024-03-13,A046,Support,422,33,96,552
2024-02-05,A026,Support,355,61,130,547
2024-02-04,A110,Retention,505,20,72,598
2024-03-03,A011,Support,451,57,123,632
2024-01-17,A058,Support,396,24,106,527
2024-02-03,A099,Retention,590,49,150,791
2024-02-20,A093,Retention,432,67,120,620
2024-01-25,A095,Retention,533,26,134,693
2024-01-27,A001,Support,428,43,90,563
2024-01-11,A052,Retention,521,51,62,635
2024-01-07,A034,Retention,427,77,102,607
2024-01-17,A002,Support,423,101,116,641
2024-01-04,A019,Support,441,55,103,600
2024-01-14,A113,Support,341,45,112,498
2024-02-27,A007,Support,386,29,55,471
2024-02-11,A025,Retention,449,19,74,542
2024-01-21,A077,Support,537,27,94,659
2024-02-07,A085,Support,370,34,100,505
2024-03-25,A040,Retention,624,65,41,731
2024-01-22,A056,Retention,412,65,75,554
2024-01-24,A014,Support,405,55,77,538
2024-02-21,A052,Support,446,56,52,555
2024-01-10,A015,Support,348,46,118,512
2024-02-13,A114,Support,334,39,68,442
2024-01-29,A047,Support,452,32,58,543
2024-03-13,A012,Support,368,31,103,503
2024-02-04,A099,Support,408,69,125,603
2024-02-29,A078,Retention,521,72,95,688
2024-01-27,A062,Support,451,59,114,625
2024-01-01,A074,Support,375,40,86,502
2024-01-22,A010,Support,364,77,118,561
2024-01-11,A028,Support,404,55,55,515
2024-01-15,A006,Support,362,40,68,471
2024-01-26,A056,Support,413,75,142,631
2024-01-21,A091,Retention,444,23,103,571
2024-03-28,A023,Support,430,49,86,566
2024-02-08,A098,Retention,570,65,26,662
2024-02-14,A081,Retention,534,71,106,713
2024-03-18,A049,Retention,489,60,55,605
2024-01-24,A076,Support,475,49,65,590
2024-01-11,A072,Retention,513,49,93,655
2024-01-02,A034,Retention,457,43,65,566
2024-01-19,A087,Retention,667,50,87,805
2024-03-21,A073,Retention,557,63,85,706
2024-03-16,A119,Support,491,45,109,646
2024-01-13,A078,Retention,475,61,134,671
2024-03-15,A080,Retention,522,71,89,683
2024-02-03,A088,Support,472,73,94,640
2024-03-28,A113,Support,369,47,126,544
2024-03-14,A033,Support,352,40,88,481
2024-02-01,A003,Support,382,66,72,521
2024-02-29,A100,Support,412,74,47,534
2024-02-16,A025,Retention,468,55,85,610
2024-03-14,A114,Retention,508,69,84,661
2024-01-08,A007,Support,514,72,78,665
2024-01-01,A084,Retention,606,27,130,765
2024-02-08,A002,Retention,467,49,110,627
2024-03-09,A116,Support,429,46,73,549
2024-03-29,A119,Retention,430,28,113,573
2024-02-01,A032,Support,419,69,135,624
2024-02-12,A085,Retention,551,58,104,715
2024-03-25,A039,Retention,464,80,64,609
2024-01-07,A069,Support,395,56,102,554
2024-03-17,A095,Retention,441,84,33,559
2024-02-18,A090,Support,428,53,44,526
2024-02-03,A040,Retention,557,92,67,717
2024-03-15,A115,Support,448,86,50,585
2024-03-02,A038,Retention,573,87,59,720
2024-01-03,A079,Support,434,41,111,587
2024-02-13,A049,Retention,597,29,71,698
2024-03-05,A103,Support,463,65,115,644
2024-03-19,A003,Support,383,44,54,482
2024-01-01,A068,Support,590,92,85,767
2024-01-29,A043,Retention,502,94,88,685
2024-01-23,A046,Retention,493,20,70,584
2024-02-13,A038,Retention,483,76,28,587
2024-02-20,A096,Support,490,57,92,640
2024-03-16,A032,Support,521,55,102,680
2024-03-01,A002,Support,406,63,78,549
2024-02-25,A115,Retention,430,77,50,558
2024-03-28,A105,Retention,574,60,73,708
2024-01-24,A047,Retention,546,42,71,660
2024-02-10,A051,Retention,479,63,140,683
2024-01-02,A079,Support,388,50,45,484
2024-01-02,A016,Retention,446,35,66,548
2024-02-29,A023,Retention,517,56,61,636
2024-01-25,A053,Support,328,66,93,488
2024-01-02,A077,Support,439,70,92,602
2024-03-25,A008,Retention,530,63,155,750
2024-03-29,A021,Support,388,37,127,553
2024-03-30,A065,Retention,559,53,98,711
2024-03-18,A046,Retention,537,65,30,633
2024-01-06,A035,Retention,670,46,84,801
2024-03-11,A009,Support,284,53,53,391
2024-02-26,A100,Support,371,41,51,463
2024-03-04,A007,Retention,505,28,44,578
2024-02-03,A058,Support,331,52,118,502
2024-01-12,A119,Retention,587,49,100,737
2024-02-29,A065,Retention,524,53,91,668
2024-02-14,A004,Retention,427,55,41,524
2024-03-25,A093,Retention,542,57,107,707
2024-01-25,A079,Support,464,91,133,690
2024-01-07,A072,Retention,616,69,34,721
2024-02-05,A035,Retention,499,41,81,622
2024-01-28,A087,Retention,523,39,56,619
2024-03-24,A005,Support,537,68,54,660
2024-02-04,A078,Retention,485,51,110,647
2024-02-25,A060,Retention,507,60,38,606
2024-01-02,A023,Retention,488,69,97,655
2024-02-13,A006,Retention,584,72,131,788
2024-02-05,A098,Retention,554,39,95,689
2024-03-11,A052,Support,551,66,73,690
2024-01-09,A003,Retention,473,43,99,616
2024-01-04,A001,Support,365,80,112,558
2024-03-01,A015,Support,386,20,50,457
2024-02-23,A057,Support,356,64,73,494
2024-02-23,A113,Retention,517,10,123,650
2024-03-23,A096,Support,486,53,114,654
2024-02-11,A115,Retention,613,66,90,770
2024-03-26,A045,Retention,571,72,37,681
2024-01-29,A102,Support,366,46,45,458
2024-03-16,A082,Retention,545,78,79,702
2024-01-11,A063,Retention,535,68,63,667
2024-01-30,A044,Retention,466,71,65,603
2024-01-15,A100,Retention,582,71,118,771
2024-03-19,A111,Retention,543,62,128,733
2024-01-11,A035,Support,447,69,78,595
2024-02-07,A105,Retention,517,80,119,717
2024-01-06,A005,Support,475,51,113,641
2024-02-11,A048,Support,442,87,48,578
2024-02-06,A104,Retention,466,63,76,606
2024-03-09,A108,Retention,383,70,101,555
2024-01-18,A081,Support,414,57,58,530
2024-03-07,A040,Retention,623,44,51,720
2024-02-12,A005,Support,517,73,89,680
2024-01-14,A011,Support,372,67,75,514
2024-03-30,A079,Support,441,61,122,625
2024-03-06,A039,Retention,443,47,37,528
2024-01-16,A066,Support,423,65,124,613
2024-03-18,A008,Retention,557,76,71,705
2024-01-30,A111,Support,398,73,86,558
2024-02-20,A095,Support,347,52,82,483
2024-02-22,A074,Retention,562,42,114,719
2024-01-24,A094,Retention,514,63,124,702
2024-03-13,A064,Support,419,86,107,614
2024-03-25,A049,Retention,560,56,69,686
2024-02-18,A044,Retention,441,53,133,628
2024-02-27,A005,Support,363,32,148,544
2024-01-16,A076,Support,392,58,86,537
2024-02-12,A110,Retention,634,56,97,788
2024-01-23,A036,Support,429,24,52,506
2024-03-21,A084,Retention,550,61,92,704
2024-01-07,A075,Support,364,57,87,509
2024-02-26,A037,Retention,626,62,48,737
2024-01-27,A120,Retention,516,51,127,695
2024-01-21,A097,Support,464,66,121,652
2024-01-20,A092,Support,492,72,73,638
2024-03-01,A010,Support,353,65,98,517
2024-01-16,A090,Support,397,54,86,539
2024-03-13,A064,Retention,498,77,80,657
2024-03-28,A030,Support,385,68,104,558
2024-02-11,A063,Support,436,76,93,606
2024-02-05,A041,Retention,438,47,114,599
2024-02-16,A106,Retention,519,52,49,621
2024-01-13,A045,Support,450,38,98,588
2024-02-18,A014,Support,517,6,25,549
2024-02-29,A112,Support,426,15,76,518
2024-03-03,A056,Retention,366,43,107,518
2024-03-20,A034,Retention,587,33,83,705
2024-03-20,A063,Retention,548,63,122,733
2024-01-22,A082,Retention,536,27,84,648
2024-02-25,A112,Support,468,65,111,645
2024-03-04,A105,Support,494,51,31,577
2024-01-27,A079,Support,474,6,135,617
2024-02-07,A096,Support,410,60,136,607
2024-01-20,A045,Support,307,76,51,434
2024-01-31,A081,Support,395,52,72,520
2024-01-16,A108,Retention,483,52,62,598
2024-02-12,A085,Support,418,75,96,589
2024-02-04,A018,Retention,579,53,54,688
2024-03-03,A095,Support,452,53,132,638
2024-03-02,A059,Retention,548,67,37,653
2024-02-21,A119,Support,483,59,90,633
2024-02-19,A101,Retention,583,73,37,694
2024-01-06,A068,Support,415,48,96,560
2024-03-04,A057,Retention,615,82,137,835
2024-03-05,A075,Support,419,42,70,532
2024-02-01,A060,Support,500,51,63,616
2024-02-21,A014,Support,541,61,136,739
2024-01-23,A077,Retention,500,86,78,665
2024-03-11,A054,Support,345,49,113,509
2024-01-13,A044,Retention,574,68,70,713
2024-01-03,A053,Support,439,47,128,614
2024-03-26,A086,Support,482,75,139,696
2024-02-18,A033,Retention,548,42,81,673
2024-01-22,A100,Retention,452,29,62,545
2024-01-17,A052,Support,326,27,127,480
2024-03-11,A066,Support,307,61,60,429
2024-01-26,A072,Retention,476,35,113,625
2024-01-10,A081,Support,417,85,73,576
2024-02-01,A093,Retention,545,71,84,701
2024-01-11,A016,Support,386,39,101,527
2024-02-14,A033,Support,390,74,157,622
2024-03-27,A115,Retention,463,24,122,611
2024-01-21,A078,Retention,537,65,71,674
2024-03-11,A057,Retention,444,62,92,598
2024-03-12,A042,Support,456,61,74,591
2024-02-26,A042,Support,427,58,145,632
2024-03-24,A014,Support,534,44,79,659
2024-03-02,A095,Retention,487,4,72,565
2024-01-07,A003,Support,403,79,76,558
2024-01-08,A096,Retention,569,60,61,690
2024-03-19,A011,Support,425,25,33,485
2024-02-25,A029,Retention,501,35,66,603
2024-03-14,A047,Retention,541,66,64,672
2024-02-20,A093,Support,456,69,80,605
2024-02-21,A020,Support,463,40,82,586
2024-01-03,A079,Support,428,-2,117,544
2024-01-09,A009,Retention,593,109,104,807
2024-02-23,A117,Retention,488,77,65,631
2024-02-03,A092,Support,436,33,49,519
2024-03-04,A109,Support,508,40,57,605
2024-02-16,A001,Support,532,30,123,686
2024-02-25,A103,Support,473,73,55,602
2024-01-23,A049,Support,396,45,101,543
2024-03-02,A002,Support,360,67,64,492
2024-03-25,A035,Retention,599,26,50,676
2024-01-11,A043,Support,471,80,72,625
2024-01-29,A070,Support,351,74,86,512
2024-03-28,A067,Retention,425,53,95,574
2024-02-04,A026,Retention,494,33,69,597
2024-01-29,A042,Support,416,64,85,566
2024-03-09,A111,Retention,578,56,66,701
2024-02-24,A050,Support,427,58,80,565
2024-01-09,A069,Support,461,45,57,564
2024-01-16,A087,Retention,561,44,105,711
2024-01-25,A088,Support,426,42,88,558
2024-03-23,A074,Retention,435,73,105,614
2024-02-16,A035,Retention,533,91,118,743
2024-01-25,A080,Retention,516,77,112,705
2024-02-20,A087,Retention,490,43,66,600
2024-01-24,A061,Support,457,53,106,617
2024-02-23,A002,Support,479,74,39,593
2024-03-15,A096,Retention,473,41,11,526
2024-01-02,A093,Support,445,70,69,586
2024-01-08,A071,Retention,515,68,128,713
2024-01-03,A001,Support,423,72,165,662
2024-01-16,A056,Retention,507,70,131,709
2024-03-23,A017,Support,484,14,123,622
2024-02-22,A056,Retention,661,59,95,815
2024-03-19,A080,Retention,501,61,92,654
2024-03-12,A071,Support,442,41,86,570
2024-02-20,A059,Support,391,28,99,520
2024-03-30,A074,Support,302,64,125,491
2024-01-18,A033,Support,438,61,111,610
2024-01-26,A078,Support,473,41,82,597
2024-01-16,A005,Retention,531,63,90,685
2024-01-26,A062,Retention,559,71,99,730
2024-03-09,A079,Retention,414,56,119,589
2024-02-19,A069,Retention,469,63,124,656
2024-01-08,A091,Retention,590,75,82,749
2024-03-11,A114,Retention,504,62,36,603
2024-02-27,A051,Retention,436,61,120,617
2024-01-25,A025,Support,398,90,155,644
2024-03-08,A024,Support,399,50,86,536
2024-02-07,A054,Retention,500,51,119,671
2024-02-24,A111,Support,513,57,117,689
2024-03-08,A111,Support,377,65,31,473
2024-01-28,A095,Retention,502,82,101,686
2024-03-12,A116,Support,308,71,57,436
2024-03-03,A001,Support,367,55,133,556
2024-01-17,A050,Retention,434,69,119,623
2024-01-24,A092,Retention,482,63,99,646
2024-02-28,A118,Retention,525,77,78,681
2024-01-02,A074,Retention,472,77,124,674
2024-02-11,A120,Support,310,80,97,488
2024-01-03,A057,Retention,522,90,93,706
2024-01-01,A061,Support,572,60,65,698
2024-02-05,A089,Retention,480,69,68,617
2024-02-24,A070,Retention,525,73,133,733
2024-01-31,A028,Support,453,30,90,574
2024-02-27,A004,Support,468,42,94,605
2024-03-29,A060,Support,428,71,50,550
2024-02-24,A116,Retention,550,41,112,705
2024-03-29,A058,Support,468,84,42,595
2024-02-12,A052,Support,386,77,117,581
2024-03-22,A013,Retention,449,91,86,627
2024-01-20,A072,Retention,600,54,119,775
2024-03-14,A011,Support,401,69,59,529
2024-02-20,A108,Retention,607,49,156,812
2024-01-19,A025,Support,383,60,110,554
2024-03-26,A074,Support,473,86,92,652
2024-02-04,A019,Retention,548,32,72,653
2024-01-11,A006,Support,406,44,116,567
2024-01-09,A006,Support,410,95,110,615
2024-02-07,A050,Support,430,59,78,568
2024-02-02,A001,Retention,612,103,93,809
2024-02-22,A106,Retention,531,43,86,662
2024-02-18,A026,Support,445,71,123,640
2024-02-26,A018,Support,426,48,109,583
2024-02-16,A035,Support,414,72,107,594
2024-03-26,A037,Support,476,58,25,559
2024-02-03,A028,Retention,471,61,91,624
2024-01-23,A020,Retention,554,88,114,757
2024-03-29,A019,Support,456,98,82,637
2024-02-15,A043,Retention,473,46,52,571
2024-03-06,A079,Retention,495,66,115,676
2024-03-11,A060,Support,430,32,31,494
2024-01-01,A045,Retention,490,54,73,618
2024-01-26,A025,Support,356,37,113,507
2024-01-08,A107,Support,377,38,78,495
2024-01-11,A001,Retention,518,73,83,675
2024-03-02,A102,Support,400,29,143,573
2024-03-01,A091,Support,392,55,112,560
2024-01-08,A007,Support,494,87,102,684
2024-01-21,A091,Support,548,42,57,648
2024-02-23,A112,Support,402,57,77,537
2024-02-27,A016,Support,463,27,69,561
2024-03-20,A036,Retention,437,90,76,604
2024-02-11,A105,Retention,632,45,86,764
2024-03-27,A004,Retention,431,51,32,515
2024-02-10,A038,Retention,510,95,79,684
2024-03-19,A094,Retention,436,39,107,582
2024-02-03,A091,Support,433,64,80,578
2024-02-01,A113,Retention,475,46,98,621
2024-01-24,A087,Support,424,76,107,609
2024-02-22,A088,Retention,356,111,177,645
2024-03-23,A106,Retention,407,55,125,588
2024-01-23,A044,Retention,503,36,94,634
2024-01-24,A045,Retention,596,28,84,708
2024-02-07,A055,Retention,466,68,139,674
2024-01-26,A097,Retention,545,92,71,709
2024-01-28,A009,Retention,584,49,69,703
2024-03-21,A074,Support,392,43,99,535
2024-02-09,A119,Support,411,49,59,520
2024-03-25,A034,Retention,526,59,81,667
2024-02-19,A091,Support,445,58,113,617
2024-03-22,A099,Retention,463,62,73,599
2024-02-11,A010,Support,463,62,62,587
2024-02-13,A006,Retention,475,43,17,536
2024-03-17,A091,Retention,525,32,95,653
2024-02-16,A019,Retention,724,77,29,831
2024-02-14,A023,Retention,533,62,73,669
2024-03-05,A019,Retention,480,46,62,590
2024-03-26,A107,Support,354,49,72,475
2024-01-02,A107,Retention,368,62,119,549
2024-02-27,A022,Support,388,67,82,537
2024-02-22,A080,Retention,550,77,70,699
2024-03-04,A081,Retention,444,48,86,579
2024-02-11,A023,Support,391,66,95,553
2024-03-17,A027,Retention,465,57,70,593
2024-01-25,A069,Support,338,20,51,410
2024-02-13,A101,Support,340,60,54,455
2024-02-16,A057,Retention,555,79,100,735
2024-02-26,A105,Support,454,68,135,658
2024-02-15,A077,Retention,494,41,90,625
2024-01-04,A116,Support,390,23,83,497
2024-03-17,A110,Retention,489,68,56,614
2024-03-26,A031,Retention,481,61,86,629
2024-02-20,A030,Support,403,64,31,499
2024-03-23,A054,Support,368,33,85,487
2024-01-15,A015,Retention,490,85,74,650
2024-01-29,A095,Support,376,96,27,500
2024-03-11,A079,Retention,510,70,95,676
2024-03-08,A024,Retention,549,70,63,683
2024-02-12,A106,Retention,524,21,60,606
2024-02-06,A093,Retention,480,68,51,600
2024-02-23,A043,Retention,462,45,126,634
2024-02-20,A107,Support,417,43,110,571
2024-03-30,A016,Retention,451,54,120,626
2024-01-12,A006,Support,457,48,104,610
2024-02-18,A043,Support,339,49,135,524
2024-01-13,A021,Retention,518,20,82,620
2024-01-01,A015,Retention,572,33,53,659
2024-01-18,A027,Support,405,15,58,479
2024-02-08,A094,Support,414,74,71,560
2024-01-20,A096,Retention,497,53,89,640
2024-02-17,A120,Support,443,40,75,559
2024-02-08,A097,Support,421,32,68,521
2024-01-31,A097,Retention,472,43,113,629
2024-02-16,A101,Support,402,48,104,556
2024-01-07,A061,Retention,476,37,60,574
2024-02-27,A005,Retention,567,49,59,675
2024-03-17,A079,Support,516,79,30,626
2024-03-28,A016,Retention,571,36,98,706
2024-03-14,A078,Support,309,67,107,484
2024-02-15,A050,Retention,638,45,100,784
2024-01-05,A077,Support,494,51,69,615
2024-03-11,A003,Support,408,43,126,577
2024-03-07,A111,Support,436,63,87,588
2024-02-19,A022,Support,446,64,81,591
2024-01-18,A064,Support,389,101,104,596
2024-01-16,A042,Support,404,63,82,550
2024-01-27,A088,Support,476,57,113,647
2024-02-18,A014,Support,602,65,89,758
2024-01-28,A006,Retention,480,55,94,630
2024-03-19,A080,Support,460,73,105,639
2024-03-26,A090,Retention,542,24,89,655
2024-03-24,A035,Support,522,61,79,663
2024-03-17,A047,Retention,515,86,63,664
2024-01-11,A085,Support,358,77,102,538
2024-02-24,A008,Support,458,58,74,591
2024-01-05,A021,Support,485,84,68,638
2024-03-24,A069,Retention,691,81,79,852
2024-02-10,A107,Retention,607,54,105,767
2024-01-12,A074,Retention,598,94,88,782
2024-01-04,A016,Retention,485,65,110,661
2024-02-13,A012,Retention,448,48,78,574
2024-01-25,A116,Support,468,49,61,578
2024-03-08,A043,Retention,507,52,151,711
2024-01-09,A100,Retention,441,66,49,557
2024-02-28,A058,Support,469,70,93,633
2024-03-24,A040,Retention,499,46,116,661
2024-02-08,A080,Support,426,13,118,557
2024-03-08,A084,Retention,511,34,73,619
2024-03-07,A003,Retention,526,45,57,629
2024-01-20,A016,Retention,466,85,105,657
2024-01-28,A003,Support,465,57,180,703
2024-02-06,A038,Retention,526,40,120,687
2024-03-27,A096,Retention,466,62,70,600
2024-03-06,A092,Retention,567,52,111,731
2024-03-14,A005,Support,406,21,39,467
2024-03-08,A076,Support,389,46,90,526
2024-02-22,A043,Retention,483,68,86,638
2024-02-29,A063,Retention,444,66,86,597
2024-02-20,A028,Retention,475,76,83,635
2024-03-13,A117,Retention,632,36,82,751
2024-01-23,A048,Retention,541,43,97,682
2024-03-27,A092,Retention,633,52,83,769
2024-02-05,A109,Support,396,78,55,529
2024-01-29,A006,Support,418,49,88,556
2024-01-06,A049,Retention,420,46,80,548
2024-02-23,A065,Retention,566,34,82,682
2024-03-22,A030,Retention,585,40,126,752
2024-01-06,A015,Support,488,63,89,641
2024-02-24,A014,Retention,522,90,91,704
2024-03-15,A115,Retention,461,40,140,643
2024-02-07,A050,Retention,558,73,98,730
2024-01-18,A106,Retention,550,54,79,684
2024-03-16,A059,Support,525,80,85,691
2024-02-04,A021,Retention,441,65,92,599
2024-02-09,A028,Support,448,5,117,570
2024-03-25,A061,Retention,568,7,81,657
2024-03-28,A054,Retention,454,80,97,632
2024-03-27,A088,Retention,506,41,94,642
2024-01-01,A095,Retention,518,84,94,698
2024-01-07,A073,Retention,588,60,-43,605
2024-03-30,A039,Retention,547,68,118,734
2024-01-16,A086,Support,437,63,62,563
2024-02-17,A066,Support,458,85,93,636
2024-02-03,A068,Retention,459,50,112,622
2024-02-14,A069,Support,381,68,89,539
2024-01-28,A053,Support,450,44,110,605
2024-01-27,A071,Support,360,44,67,471
2024-01-16,A023,Retention,538,57,88,684
2024-02-08,A007,Support,300,73,100,474
2024-01-23,A026,Retention,671,42,83,797
2024-03-08,A083,Retention,496,51,73,621
2024-03-20,A040,Support,416,97,93,606
2024-03-04,A058,Retention,621,63,78,763
2024-02-29,A010,Retention,504,72,63,640
2024-02-18,A020,Support,480,54,117,652
2024-03-19,A079,Retention,512,60,117,690
2024-03-20,A068,Support,319,87,93,500
2024-02-15,A030,Retention,484,39,94,617
2024-01-01,A054,Retention,560,41,92,693
2024-03-09,A081,Support,413,72,92,578
2024-01-24,A107,Support,479,75,98,654
2024-01-05,A022,Retention,565,54,74,694
2024-03-30,A083,Support,407,33,112,553
2024-01-18,A088,Support,447,37,78,563
2024-01-13,A066,Support,447,73,58,579
2024-01-23,A044,Support,478,53,95,628
2024-02-19,A078,Retention,492,101,75,669
2024-03-15,A061,Support,426,63,104,593
2024-01-26,A113,Retention,618,43,91,753
2024-03-04,A111,Retention,576,20,48,644
2024-02-19,A109,Retention,626,68,87,782
2024-03-28,A073,Support,482,40,91,615
2024-01-23,A027,Support,354,105,153,614
2024-02-15,A079,Support,414,95,92,603
2024-02-28,A015,Retention,478,63,94,636
2024-01-14,A118,Support,519,82,49,651
2024-01-17,A116,Support,401,66,94,562
2024-01-18,A108,Support,402,66,58,527
2024-02-25,A040,Support,434,19,89,543
2024-02-07,A061,Retention,604,58,101,764
2024-01-15,A107,Support,429,80,50,561
2024-01-31,A054,Support,344,56,67,469
2024-02-08,A092,Support,486,31,131,649
2024-03-01,A030,Support,476,64,175,717
2024-03-06,A097,Retention,406,54,146,607
2024-03-22,A017,Retention,472,83,36,592
2024-02-23,A054,Retention,530,67,60,658
2024-01-06,A038,Retention,487,30,87,605
2024-03-18,A083,Support,507,55,81,644
