date,call_id,queue,csat_score,resolution_flag
2024-01-09,C001486,Support,4,True
2024-02-23,C001487,Support,4,True
2024-02-13,C001488,Support,5,True
2024-02-15,C001489,Retention,4,True
2024-03-18,C001490,Retention,4,True
2024-03-15,C001491,Support,3,False
2024-01-29,C001492,Retention,4,True
2024-03-20,C001493,Support,3,False
2024-03-04,C001494,Retention,4,True
2024-02-12,C001495,Retention,4,True
2024-02-15,C001496,Retention,4,True
2024-01-14,C001497,Retention,4,True
2024-01-25,C001498,Retention,5,True
2024-02-17,C001499,Support,4,True
2024-01-15,C001500,Support,4,True
2024-01-18,C001501,Retention,5,True
2024-02-19,C001502,Retention,4,True
2024-03-12,C001503,Retention,4,True
2024-02-16,C001504,Retention,3,False
2024-02-24,C001505,Retention,4,True
2024-01-05,C001506,Retention,4,True
2024-03-10,C001507,Support,5,True
2024-01-26,C001508,Retention,5,True
2024-02-11,C001509,Support,3,False
2024-01-13,C001510,Support,4,True
2024-02-17,C001511,Support,3,False
2024-01-28,C001512,Retention,3,False
2024-03-01,C001513,Retention,3,False
2024-01-08,C001514,Support,4,True
2024-02-21,C001515,Retention,3,False
2024-01-03,C001516,Support,5,True
2024-02-25,C001517,Support,4,True
2024-02-03,C001518,Support,4,True
2024-01-06,C001519,Support,3,False
2024-01-08,C001520,Retention,4,True
2024-01-12,C001521,Retention,4,True
2024-02-18,C001522,Retention,4,True
2024-02-08,C001523,Retention,4,True
2024-02-15,C001524,Support,4,True
2024-01-16,C001525,Support,4,True
2024-02-09,C001526,Retention,3,False
2024-01-09,C001527,Retention,4,True
2024-02-16,C001528,Retention,4,True
2024-01-11,C001529,Retention,5,True
2024-01-20,C001530,Support,4,True
2024-02-25,C001531,Support,4,True
2024-02-20,C001532,Support,5,True
2024-02-24,C001533,Support,5,True
2024-02-06,C001534,Retention,4,True
2024-01-27,C001535,Support,4,True
2024-03-17,C001536,Support,5,True
2024-02-22,C001537,Support,4,True
2024-01-27,C001538,Retention,3,False
2024-01-23,C001539,Retention,5,True
2024-01-29,C001540,Support,4,True
2024-01-13,C001541,Support,3,False
2024-03-10,C001542,Support,3,False
2024-03-09,C001543,Support,3,False
2024-03-03,C001544,Support,4,True
2024-02-12,C001545,Support,4,True
2024-02-26,C001546,Support,4,True
2024-03-27,C001547,Retention,4,True
2024-01-07,C001548,Support,3,False
2024-02-03,C001549,Support,4,True
2024-01-12,C001550,Support,4,True
2024-01-07,C001551,Support,4,True
2024-03-24,C001552,Retention,4,True
2024-03-22,C001553,Support,5,True
2024-01-10,C001554,Support,5,True
2024-03-21,C001555,Support,4,True
2024-02-10,C001556,Support,3,False
2024-02-01,C001557,Support,3,False
2024-02-13,C001558,Support,5,True
2024-03-24,C001559,Retention,3,False
2024-01-28,C001560,Retention,4,True
2024-02-04,C001561,Retention,4,True
2024-01-03,C001562,Retention,3,False
2024-03-01,C001563,Retention,4,True
2024-02-22,C001564,Support,4,True
2024-02-07,C001565,Retention,4,True
2024-03-04,C001566,Support,5,True
2024-02-06,C001567,Support,4,True
2024-02-26,C001568,Support,5,True
2024-03-17,C001569,Support,4,True
2024-01-12,C001570,Retention,4,True
2024-02-20,C001571,Support,4,True
2024-03-19,C001572,Support,3,False
2024-02-08,C001573,Support,5,True
2024-03-15,C001574,Support,4,True
2024-01-24,C001575,Support,5,True
2024-03-21,C001576,Support,4,True
2024-01-29,C001577,Support,3,False
2024-03-16,C001578,Retention,2,False
2024-01-02,C001579,Support,4,True
2024-01-21,C001580,Support,3,False
2024-03-01,C001581,Retention,4,True
2024-01-11,C001582,Retention,5,True
2024-03-08,C001583,Retention,4,True
2024-01-21,C001584,Support,4,True
2024-01-08,C001585,Support,5,True
2024-02-20,C001586,Support,4,True
2024-01-18,C001587,Retention,4,True
2024-03-18,C001588,Support,4,True
2024-03-17,C001589,Retention,4,True
2024-03-23,C001590,Support,5,True
2024-01-25,C001591,Retention,4,True
2024-01-20,C001592,Support,4,True
2024-01-12,C001593,Support,3,False
2024-02-06,C001594,Support,3,False
2024-02-27,C001595,Retention,5,True
2024-03-07,C001596,Retention,4,True
2024-01-29,C001597,Support,5,True
2024-03-26,C001598,Retention,4,True
2024-03-03,C001599,Retention,5,True
2024-01-08,C001600,Retention,5,True
2024-01-25,C001601,Support,4,True
2024-02-17,C001602,Retention,4,True
2024-02-16,C001603,Support,4,True
2024-02-08,C001604,Support,3,False
2024-03-12,C001605,Retention,4,True
2024-03-23,C001606,Support,4,True
2024-03-08,C001607,Support,4,True
2024-02-13,C001608,Support,4,True
2024-03-11,C001609,Retention,4,True
2024-02-10,C001610,Support,3,False
2024-03-18,C001611,Retention,4,True
2024-02-16,C001612,Retention,3,False
2024-02-14,C001613,Support,4,True
2024-02-22,C001614,Retention,5,True
2024-01-29,C001615,Support,5,True
2024-02-01,C001616,Support,4,True
2024-03-12,C001617,Retention,4,True
2024-01-27,C001618,Support,5,True
2024-02-17,C001619,Support,3,False
2024-02-13,C001620,Retention,3,False
2024-03-08,C001621,Retention,3,False
2024-01-02,C001622,Retention,4,True
2024-01-05,C001623,Support,3,False
2024-01-04,C001624,Retention,4,True
2024-01-22,C001625,Support,4,True
2024-02-24,C001626,Retention,5,True
2024-01-13,C001627,Support,5,True
2024-02-24,C001628,Retention,3,False
2024-03-01,C001629,Support,5,True
2024-01-22,C001630,Support,4,True
2024-03-14,C001631,Retention,3,False
2024-02-22,C001632,Support,5,True
2024-03-29,C001633,Retention,3,False
2024-03-10,C001634,Support,5,True
2024-03-06,C001635,Retention,3,False
2024-03-18,C001636,Retention,5,True
2024-03-04,C001637,Support,5,True
2024-03-03,C001638,Support,3,False
2024-03-16,C001639,Retention,4,True
2024-03-21,C001640,Support,4,True
2024-01-23,C001641,Support,5,True
2024-01-22,C001642,Retention,2,False
2024-02-27,C001643,Retention,5,True
2024-02-13,C001644,Retention,3,False
2024-03-06,C001645,Retention,5,True
2024-01-30,C001646,Support,4,True
2024-02-10,C001647,Support,4,True
2024-03-22,C001648,Support,4,True
2024-03-12,C001649,Retention,4,True
2024-01-12,C001650,Support,4,True
2024-01-07,C001651,Support,3,False
2024-02-24,C001652,Support,5,True
2024-02-04,C001653,Support,4,True
2024-03-24,C001654,Support,5,True
2024-03-11,C001655,Retention,2,False
2024-03-20,C001656,Retention,4,True
2024-03-30,C001657,Support,4,True
2024-01-20,C001658,Support,4,True
2024-02-04,C001659,Retention,5,True
2024-02-08,C001660,Support,4,True
2024-03-10,C001661,Support,3,False
2024-03-05,C001662,Retention,3,False
2024-01-29,C001663,Support,4,True
2024-03-26,C001664,Retention,3,False
2024-01-22,C001665,Support,4,True
2024-03-14,C001666,Retention,5,True
2024-01-03,C001667,Support,4,True
2024-02-15,C001668,Retention,5,True
2024-02-26,C001669,Support,5,True
2024-01-27,C001670,Retention,3,False
2024-01-03,C001671,Support,4,True
2024-01-21,C001672,Retention,3,False
2024-01-26,C001673,Support,4,True
2024-03-25,C001674,Retention,3,False
2024-03-29,C001675,Support,3,False
2024-01-03,C001676,Retention,3,False
2024-03-15,C001677,Retention,4,True
2024-02-10,C001678,Retention,5,True
2024-02-20,C001679,Retention,3,False
2024-03-24,C001680,Retention,4,True
2024-02-05,C001681,Support,4,True
2024-01-31,C001682,Support,3,False
2024-02-03,C001683,Support,4,True
2024-03-14,C001684,Retention,3,False
2024-02-24,C001685,Support,4,True
2024-01-01,C001686,Support,4,True
2024-01-29,C001687,Retention,4,True
2024-01-08,C001688,Support,4,True
2024-03-06,C001689,Retention,3,False
2024-01-21,C001690,Support,4,True
2024-02-15,C001691,Support,4,True
2024-01-04,C001692,Support,3,False
2024-02-24,C001693,Retention,3,False
2024-02-05,C001694,Support,3,False
2024-01-27,C001695,Retention,4,True
2024-01-03,C001696,Retention,4,True
2024-02-29,C001697,Retention,3,False
2024-02-08,C001698,Retention,4,True
2024-02-25,C001699,Retention,4,True
2024-01-01,C001700,Retention,4,True
2024-01-03,C001701,Retention,4,True
2024-02-19,C001702,Support,5,True
2024-01-05,C001703,Support,4,True
2024-01-12,C001704,Support,5,True
2024-03-07,C001705,Support,4,True
2024-03-14,C001706,Support,4,True
2024-02-27,C001707,Support,4,True
2024-03-24,C001708,Retention,4,True
2024-01-26,C001709,Retention,4,True
2024-02-14,C001710,Retention,4,True
2024-01-09,C001711,Support,4,True
2024-01-04,C001712,Support,5,True
2024-02-27,C001713,Support,4,True
2024-01-08,C001714,Support,4,True
2024-02-14,C001715,Retention,3,False
2024-01-30,C001716,Retention,3,False
2024-03-16,C001717,Support,4,True
2024-01-21,C001718,Retention,4,True
2024-03-11,C001719,Support,4,True
2024-02-10,C001720,Support,3,False
2024-03-27,C001721,Retention,4,True
2024-03-24,C001722,Support,4,True
2024-01-28,C001723,Retention,4,True
2024-03-15,C001724,Support,3,False
2024-03-23,C001725,Support,3,False
2024-03-26,C001726,Retention,4,True
2024-03-16,C001727,Support,4,True
2024-02-01,C001728,Support,4,True
2024-01-28,C001729,Support,5,True
2024-03-23,C001730,Retention,3,False
2024-03-26,C001731,Support,5,True
2024-01-28,C001732,Support,4,True
2024-03-13,C001733,Retention,4,True
2024-01-21,C001734,Support,4,True
2024-03-20,C001735,Retention,4,True
2024-01-17,C001736,Support,4,True
2024-03-30,C001737,Retention,4,True
2024-02-19,C001738,Support,4,True
2024-03-05,C001739,Support,5,True
2024-02-06,C001740,Retention,5,True
2024-03-12,C001741,Retention,3,False
2024-03-27,C001742,Retention,3,False
2024-02-03,C001743,Retention,4,True
2024-03-06,C001744,Support,4,True
2024-01-18,C001745,Retention,5,True
2024-01-07,C001746,Retention,3,False
2024-02-26,C001747,Support,4,True
2024-03-08,C001748,Retention,3,False
2024-02-14,C001749,Retention,4,True
2024-01-10,C001750,Support,5,True
2024-03-18,C001751,Retention,4,True
2024-03-18,C001752,Retention,4,True
2024-01-25,C001753,Retention,4,True
2024-01-02,C001754,Retention,4,True
2024-03-17,C001755,Retention,4,True
2024-02-21,C001756,Retention,5,True
2024-03-01,C001757,Retention,3,False
2024-01-10,C001758,Support,4,True
2024-02-08,C001759,Retention,3,False
2024-01-29,C001760,Retention,4,True
2024-02-17,C001761,Support,4,True
2024-03-26,C001762,Support,5,True
2024-01-11,C001763,Retention,4,True
2024-03-25,C001764,Retention,3,False
2024-03-09,C001765,Retention,3,False
2024-02-22,C001766,Support,3,False
2024-02-28,C001767,Retention,4,True
2024-03-06,C001768,Support,4,True
2024-01-14,C001769,Support,4,True
2024-03-07,C001770,Retention,3,False
2024-01-01,C001771,Retention,4,True
2024-03-07,C001772,Retention,4,True
2024-02-13,C001773,Retention,4,True
2024-01-15,C001774,Support,3,False
2024-01-05,C001775,Support,3,False
2024-03-25,C001776,Retention,4,True
2024-03-18,C001777,Support,5,True
2024-01-01,C001778,Retention,4,True
2024-03-29,C001779,Support,4,True
2024-01-02,C001780,Support,4,True
2024-03-20,C001781,Retention,4,True
2024-02-29,C001782,Support,5,True
2024-01-04,C001783,Retention,3,False
2024-03-14,C001784,Retention,4,True
2024-01-06,C001785,Retention,5,True
2024-01-02,C001786,Support,4,True
2024-02-20,C001787,Retention,4,True
2024-01-17,C001788,Retention,3,False
2024-01-12,C001789,Retention,4,True
2024-02-09,C001790,Support,4,True
2024-01-01,C001791,Support,3,False
2024-03-23,C001792,Retention,4,True
2024-03-04,C001793,Support,4,True
2024-03-03,C001794,Retention,4,True
2024-02-11,C001795,Support,3,False
2024-03-09,C001796,Retention,3,False
2024-03-27,C001797,Support,4,True
2024-03-20,C001798,Support,3,False
2024-02-22,C001799,Retention,3,False
2024-03-29,C001800,Retention,3,False
2024-01-23,C001801,Support,4,True
2024-02-24,C001802,Retention,3,False
2024-02-21,C001803,Support,4,True
2024-01-31,C001804,Retention,3,False
2024-01-25,C001805,Retention,4,True
2024-01-18,C001806,Retention,3,False
2024-01-24,C001807,Retention,4,True
2024-03-20,C001808,Retention,5,True
2024-02-12,C001809,Retention,5,True
2024-02-15,C001810,Retention,5,True
2024-03-23,C001811,Support,4,True
2024-02-05,C001812,Retention,4,True
2024-02-12,C001813,Support,5,True
2024-02-13,C001814,Support,4,True
2024-01-07,C001815,Retention,3,False
2024-01-29,C001816,Support,4,True
2024-03-28,C001817,Retention,3,False
2024-02-21,C001818,Support,5,True
2024-01-29,C001819,Retention,3,False
2024-03-25,C001820,Support,5,True
2024-03-07,C001821,Retention,4,True
2024-03-04,C001822,Retention,4,True
2024-01-26,C001823,Retention,4,True
2024-01-18,C001824,Support,4,True
2024-01-01,C001825,Retention,4,True
2024-01-27,C001826,Support,4,True
2024-03-08,C001827,Support,4,True
2024-03-25,C001828,Support,4,True
2024-01-16,C001829,Retention,5,True
2024-03-19,C001830,Retention,4,True
2024-03-27,C001831,Retention,4,True
2024-01-14,C001832,Retention,4,True
2024-03-19,C001833,Retention,4,True
2024-03-04,C001834,Retention,3,False
2024-02-04,C001835,Support,3,False
2024-01-04,C001836,Retention,4,True
2024-02-07,C001837,Retention,4,True
2024-01-12,C001838,Support,4,True
2024-02-19,C001839,Retention,3,False
2024-01-08,C001840,Support,4,True
2024-03-03,C001841,Support,4,True
2024-03-26,C001842,Support,3,False
2024-01-07,C001843,Support,3,False
2024-02-27,C001844,Support,4,True
2024-02-20,C001845,Support,3,False
2024-03-23,C001846,Retention,4,True
2024-01-23,C001847,Support,3,False
2024-02-29,C001848,Retention,4,True
2024-01-22,C001849,Support,4,True
2024-02-29,C001850,Support,4,True
2024-03-30,C001851,Support,4,True
2024-01-27,C001852,Retention,5,True
2024-03-03,C001853,Support,4,True
2024-03-30,C001854,Support,4,True
2024-03-06,C001855,Support,4,True
2024-02-18,C001856,Support,3,False
2024-03-14,C001857,Retention,5,True
2024-01-22,C001858,Support,4,True
2024-02-01,C001859,Support,3,False
2024-03-19,C001860,Support,4,True
2024-01-22,C001861,Retention,3,False
2024-02-23,C001862,Retention,3,False
2024-02-10,C001863,Support,4,True
2024-01-07,C001864,Retention,4,True
2024-02-07,C001865,Retention,3,False
2024-03-28,C001866,Support,3,False
2024-01-15,C001867,Support,3,False
2024-02-02,C001868,Retention,4,True
2024-03-12,C001869,Retention,4,True
2024-01-20,C001870,Retention,4,True
2024-03-20,C001871,Retention,4,True
2024-01-22,C001872,Retention,4,True
2024-03-17,C001873,Retention,5,True
2024-03-12,C001874,Support,4,True
2024-01-03,C001875,Retention,4,True
2024-01-26,C001876,Retention,4,True
2024-02-18,C001877,Support,3,False
2024-02-01,C001878,Support,3,False
2024-02-21,C001879,Retention,3,False
2024-02-03,C001880,Support,4,True
2024-03-03,C001881,Support,4,True
2024-02-09,C001882,Retention,3,False
2024-03-30,C001883,Retention,4,True
2024-02-04,C001884,Support,3,False
2024-03-27,C001885,Retention,5,True
2024-01-24,C001886,Support,4,True
2024-02-02,C001887,Support,4,True
2024-01-06,C001888,Support,5,True
2024-03-15,C001889,Support,5,True
2024-03-18,C001890,Retention,2,False
2024-03-09,C001891,Retention,4,True
2024-02-29,C001892,Retention,4,True
2024-01-11,C001893,Support,4,True
2024-01-10,C001894,Support,4,True
2024-03-17,C001895,Support,3,False
2024-02-09,C001896,Support,4,True
2024-01-01,C001897,Support,5,True
2024-03-29,C001898,Support,3,False
2024-02-10,C001899,Support,4,True
2024-01-22,C001900,Retention,4,True
2024-02-28,C001901,Support,5,True
2024-03-11,C001902,Retention,4,True
2024-03-20,C001903,Support,3,False
2024-02-20,C001904,Retention,4,True
2024-03-15,C001905,Support,4,True
2024-03-13,C001906,Support,4,True
2024-02-05,C001907,Support,3,False
2024-02-25,C001908,Retention,4,True
2024-03-29,C001909,Support,4,True
2024-02-10,C001910,Retention,4,True
2024-03-26,C001911,Support,5,True
2024-02-18,C001912,Retention,4,True
2024-02-17,C001913,Support,3,False
2024-01-31,C001914,Retention,4,True
2024-02-18,C001915,Support,4,True
2024-03-09,C001916,Retention,5,True
2024-02-04,C001917,Retention,4,True
2024-01-21,C001918,Retention,5,True
2024-02-06,C001919,Support,4,True
2024-01-20,C001920,Retention,4,True
2024-01-14,C001921,Support,5,True
2024-02-08,C001922,Support,3,False
2024-03-12,C001923,Support,4,True
2024-02-13,C001924,Retention,5,True
2024-01-03,C001925,Support,4,True
2024-02-16,C001926,Retention,3,False
2024-03-21,C001927,Support,5,True
2024-03-08,C001928,Retention,4,True
2024-03-03,C001929,Retention,5,True
2024-01-14,C001930,Support,4,True
2024-03-23,C001931,Retention,4,True
2024-03-21,C001932,Retention,3,False
2024-01-06,C001933,Support,4,True
2024-03-05,C001934,Support,4,True
2024-02-28,C001935,Retention,4,True
2024-03-06,C001936,Retention,3,False
2024-02-16,C001937,Retention,4,True
2024-01-24,C001938,Support,4,True
2024-03-12,C001939,Support,5,True
2024-03-28,C001940,Support,3,False
2024-02-29,C001941,Support,3,False
2024-03-19,C001942,Support,5,True
2024-01-22,C001943,Retention,4,True
2024-01-26,C001944,Support,4,True
2024-01-07,C001945,Retention,5,True
2024-02-15,C001946,Support,4,True
2024-03-19,C001947,Retention,4,True
2024-01-23,C001948,Retention,5,True
2024-02-29,C001949,Retention,5,True
2024-02-02,C001950,Support,5,True
2024-01-07,C001951,Retention,5,True
2024-01-14,C001952,Retention,4,True
2024-02-21,C001953,Support,4,True
2024-01-13,C001954,Retention,4,True
2024-01-21,C001955,Support,3,False
2024-01-16,C001956,Support,5,True
2024-03-29,C001957,Support,4,True
2024-01-02,C001958,Support,3,False
2024-02-10,C001959,Support,4,True
2024-02-10,C001960,Retention,3,False
2024-03-09,C001961,Support,5,True
2024-02-17,C001962,Support,3,False
2024-02-18,C001963,Support,5,True
2024-02-22,C001964,Retention,4,True
2024-01-05,C001965,Retention,4,True
2024-02-14,C001966,Retention,5,True
2024-02-02,C001967,Retention,4,True
2024-02-16,C001968,Retention,4,True
2024-02-05,C001969,Retention,4,True
2024-02-09,C001970,Retention,3,False
2024-02-17,C001971,Retention,3,False
2024-03-14,C001972,Retention,4,True
2024-02-05,C001973,Support,4,True
2024-01-07,C001974,Retention,4,True
2024-02-04,C001975,Support,4,True
2024-01-15,C001976,Retention,4,True
2024-02-20,C001977,Support,3,False
2024-03-08,C001978,Support,5,True
2024-03-17,C001979,Support,3,False
2024-03-12,C001980,Support,4,True
2024-03-15,C001981,Retention,4,True
2024-01-03,C001982,Support,4,True
2024-01-17,C001983,Retention,4,True
2024-01-20,C001984,Support,3,False
2024-03-25,C001985,Retention,5,True
2024-03-25,C001986,Retention,4,True
2024-03-12,C001987,Retention,3,False
2024-02-13,C001988,Support,4,True
2024-01-09,C001989,Retention,3,False
2024-02-05,C001990,Retention,4,True
2024-01-02,C001991,Support,4,True
2024-01-01,C001992,Retention,3,False
2024-03-14,C001993,Support,4,True
2024-02-08,C001994,Support,4,True
2024-01-08,C001995,Support,4,True
2024-01-25,C001996,Support,3,False
2024-03-01,C001997,Support,4,True
2024-03-12,C001998,Support,4,True
2024-02-01,C001999,Retention,4,True
2024-03-11,C002000,Support,5,True
2024-01-23,C002001,Support,4,True
2024-01-07,C002002,Retention,3,False
2024-02-09,C002003,Support,4,True
2024-02-25,C002004,Support,5,True
2024-03-24,C002005,Retention,4,True
2024-03-01,C002006,Support,5,True
2024-03-07,C002007,Retention,3,False
2024-03-21,C002008,Retention,4,True
2024-02-17,C002009,Support,4,True
2024-03-25,C002010,Support,5,True
2024-02-03,C002011,Support,5,True
2024-03-30,C002012,Retention,3,False
2024-02-28,C002013,Retention,4,True
2024-01-18,C002014,Retention,3,False
2024-03-09,C002015,Retention,3,False
2024-03-06,C002016,Retention,4,True
2024-02-11,C002017,Support,4,True
2024-01-07,C002018,Retention,4,True
2024-02-26,C002019,Support,5,True
2024-01-19,C002020,Retention,4,True
2024-02-27,C002021,Retention,3,False
2024-02-16,C002022,Retention,4,True
2024-02-28,C002023,Retention,5,True
2024-03-06,C002024,Retention,2,False
2024-03-16,C002025,Retention,3,False
2024-01-02,C002026,Support,5,True
2024-03-02,C002027,Retention,5,True
2024-02-15,C002028,Retention,3,False
2024-02-11,C002029,Support,5,True
2024-03-06,C002030,Support,5,True
2024-03-29,C002031,Retention,5,True
2024-02-22,C002032,Retention,2,False
2024-02-15,C002033,Support,4,True
2024-01-05,C002034,Retention,4,True
2024-01-11,C002035,Retention,5,True
2024-01-30,C002036,Support,5,True
2024-01-16,C002037,Support,4,True
2024-01-28,C002038,Support,3,False
2024-01-31,C002039,Retention,4,True
2024-03-06,C002040,Retention,4,True
2024-02-24,C002041,Support,4,True
2024-01-19,C002042,Support,4,True
2024-02-22,C002043,Retention,3,False
2024-02-12,C002044,Support,3,False
2024-01-22,C002045,Retention,4,True
2024-02-15,C002046,Support,5,True
2024-02-05,C002047,Support,5,True
2024-01-02,C002048,Support,3,False
2024-01-30,C002049,Retention,4,True
2024-01-09,C002050,Retention,5,True
2024-02-27,C002051,Support,4,True
2024-02-27,C002052,Retention,3,False
2024-01-18,C002053,Support,4,True
2024-02-07,C002054,Retention,2,False
2024-03-11,C002055,Support,3,False
2024-03-24,C002056,Retention,5,True
2024-01-05,C002057,Retention,4,True
2024-01-14,C002058,Retention,5,True
2024-03-21,C002059,Support,4,True
2024-03-24,C002060,Support,5,True
2024-02-23,C002061,Retention,4,True
2024-03-09,C002062,Retention,5,True
2024-03-29,C002063,Retention,5,True
2024-03-14,C002064,Retention,4,True
2024-02-14,C002065,Retention,4,True
2024-01-22,C002066,Retention,5,True
2024-01-24,C002067,Retention,3,False
2024-01-10,C002068,Support,4,True
2024-02-14,C002069,Support,4,True
2024-03-08,C002070,Support,4,True
2024-03-15,C002071,Retention,5,True
2024-01-04,C002072,Retention,4,True
2024-01-27,C002073,Retention,4,True
2024-01-19,C002074,Support,4,True
2024-01-14,C002075,Support,4,True
2024-03-12,C002076,Retention,4,True
2024-01-16,C002077,Support,5,True
2024-01-21,C002078,Support,5,True
2024-02-23,C002079,Support,4,True
2024-02-15,C002080,Support,4,True
2024-03-14,C002081,Support,5,True
2024-03-27,C002082,Retention,3,False
2024-03-16,C002083,Support,5,True
2024-01-03,C002084,Support,4,True
2024-03-17,C002085,Retention,3,False
2024-01-11,C002086,Support,3,False
2024-02-22,C002087,Support,4,True
2024-03-22,C002088,Support,4,True
2024-02-28,C002089,Support,4,True
2024-02-21,C002090,Retention,4,True
2024-01-30,C002091,Retention,5,True
2024-03-28,C002092,Retention,3,False
2024-03-21,C002093,Support,4,True
2024-02-24,C002094,Retention,3,False
2024-03-15,C002095,Support,5,True
2024-02-16,C002096,Support,4,True
2024-01-30,C002097,Retention,4,True
2024-03-14,C002098,Support,3,False
2024-02-15,C002099,Retention,3,False
2024-01-16,C002100,Retention,4,True
2024-02-08,C002101,Retention,4,True
2024-03-07,C002102,Retention,5,True
2024-03-03,C002103,Retention,3,False
2024-03-18,C002104,Retention,3,False
2024-02-09,C002105,Support,5,True
2024-02-18,C002106,Retention,4,True
2024-02-28,C002107,Retention,5,True
2024-01-16,C002108,Support,3,False
2024-02-17,C002109,Support,3,False
2024-01-25,C002110,Retention,4,True
2024-02-29,C002111,Support,4,True
2024-01-22,C002112,Support,4,True
2024-03-22,C002113,Retention,5,True
2024-02-09,C002114,Retention,3,False
2024-02-02,C002115,Support,3,False
2024-01-20,C002116,Support,4,True
2024-02-11,C002117,Retention,3,False
2024-01-23,C002118,Retention,4,True
2024-01-03,C002119,Retention,4,True
2024-02-10,C002120,Retention,4,True
2024-02-05,C002121,Retention,5,True
2024-02-11,C002122,Support,3,False
2024-03-10,C002123,Retention,3,False
2024-01-17,C002124,Retention,3,False
2024-03-29,C002125,Retention,5,True
2024-03-01,C002126,Retention,4,True
2024-02-25,C002127,Retention,2,False
2024-01-16,C002128,Retention,4,True
2024-01-26,C002129,Support,4,True
2024-01-13,C002130,Retention,4,True
2024-01-25,C002131,Retention,3,False
2024-03-12,C002132,Retention,4,True
2024-03-02,C002133,Support,3,False
2024-02-05,C002134,Support,4,True
2024-02-24,C002135,Retention,4,True
2024-01-14,C002136,Support,4,True
2024-01-16,C002137,Support,5,True
2024-03-11,C002138,Retention,4,True
2024-03-03,C002139,Retention,5,True
2024-02-10,C002140,Support,3,False
2024-03-22,C002141,Support,3,False
2024-02-02,C002142,Retention,5,True
2024-01-19,C002143,Retention,3,False
2024-03-29,C002144,Retention,3,False
2024-01-18,C002145,Support,3,False
2024-01-07,C002146,Support,5,True
2024-02-04,C002147,Retention,3,False
2024-01-12,C002148,Retention,4,True
2024-01-13,C002149,Retention,5,True
2024-02-20,C002150,Retention,3,False
2024-02-09,C002151,Support,4,True
2024-03-07,C002152,Retention,5,True
2024-01-05,C002153,Retention,4,True
2024-01-29,C002154,Retention,4,True
2024-03-02,C002155,Retention,4,True
2024-03-12,C002156,Support,5,True
2024-01-20,C002157,Support,4,True
2024-03-03,C002158,Retention,4,True
2024-03-26,C002159,Support,4,True
2024-02-15,C002160,Support,4,True
2024-01-18,C002161,Support,4,True
2024-01-07,C002162,Retention,3,False
2024-03-08,C002163,Retention,4,True
2024-02-12,C002164,Retention,4,True
2024-03-19,C002165,Retention,3,False
2024-02-27,C002166,Retention,4,True
2024-02-06,C002167,Support,5,True
2024-02-18,C002168,Support,3,False
2024-02-14,C002169,Retention,4,True
2024-01-16,C002170,Support,4,True
2024-02-19,C002171,Support,5,True
2024-01-24,C002172,Retention,4,True
2024-01-18,C002173,Support,4,True
2024-03-10,C002174,Support,4,True
2024-02-19,C002175,Support,4,True
2024-02-15,C002176,Retention,2,False
2024-02-15,C002177,Support,3,False
2024-02-22,C002178,Retention,4,True
2024-01-23,C002179,Retention,4,True
2024-03-29,C002180,Support,5,True
2024-02-04,C002181,Support,4,True
2024-03-02,C002182,Support,5,True
2024-01-03,C002183,Retention,4,True
2024-03-22,C002184,Retention,4,True
2024-02-21,C002185,Retention,3,False
2024-02-06,C002186,Support,4,True
2024-02-17,C002187,Retention,3,False
2024-02-07,C002188,Retention,2,False
2024-03-20,C002189,Retention,4,True
2024-01-11,C002190,Support,4,True
2024-01-04,C002191,Retention,4,True
2024-01-13,C002192,Retention,3,False
2024-01-15,C002193,Retention,4,True
2024-01-11,C002194,Support,4,True
2024-03-14,C002195,Retention,5,True
2024-01-13,C002196,Support,4,True
2024-02-13,C002197,Support,4,True
2024-01-05,C002198,Retention,4,True
2024-03-09,C002199,Support,4,True
2024-02-25,C002200,Support,4,True
2024-02-08,C002201,Support,5,True
2024-02-21,C002202,Retention,3,False
2024-02-01,C002203,Support,4,True
2024-02-29,C002204,Support,4,True
2024-01-03,C002205,Support,4,True
2024-02-18,C002206,Support,5,True
2024-01-31,C002207,Retention,3,False
2024-03-07,C002208,Support,4,True
2024-03-19,C002209,Retention,4,True
2024-01-07,C002210,Support,4,True
2024-03-13,C002211,Retention,4,True
2024-01-30,C002212,Support,4,True
2024-02-02,C002213,Retention,4,True
2024-03-09,C002214,Support,3,False
2024-02-25,C002215,Retention,4,True
2024-03-18,C002216,Retention,4,True
2024-01-06,C002217,Support,5,True
2024-01-02,C002218,Support,4,True
2024-02-26,C002219,Retention,4,True
2024-02-03,C002220,Support,3,False
2024-01-04,C002221,Retention,3,False
2024-01-31,C002222,Retention,4,True
2024-03-22,C002223,Retention,4,True
2024-02-10,C002224,Retention,3,False
2024-02-07,C002225,Support,4,True
2024-02-14,C002226,Support,4,True
2024-01-07,C002227,Support,4,True
2024-02-09,C002228,Retention,4,True
2024-02-20,C002229,Retention,4,True
2024-02-01,C002230,Support,3,False
2024-01-03,C002231,Retention,4,True
2024-03-22,C002232,Retention,4,True
2024-02-17,C002233,Retention,4,True
2024-03-10,C002234,Retention,4,True
2024-02-14,C002235,Retention,4,True
2024-03-15,C002236,Support,4,True
2024-01-19,C002237,Retention,4,True
2024-02-24,C002238,Support,4,True
2024-03-21,C002239,Support,3,False
2024-02-28,C002240,Retention,5,True
